GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "16000","Idaho",7,CAGDP2,1,"...","All industry total ","Thousands of dollars",37740929,38990678,40778641,44732858,48805138,51099038,53712367,56203556,54507866,56086206,57418177,57933723,61712629,64501721,66064893,69185163,72935116,79072367,84429358,88099326,99839133,112290097,120958306
 "16000","Idaho",7,CAGDP2,2,"..."," Private industries ","Thousands of dollars",32166965,33136201,34648858,38198024,41882718,43801825,46149970,48334512,46509025,48096414,49451109,49736255,53322288,55972197,57058047,59884021,63172728,68909638,73723419,76993590,88194175,100009430,107883727
 "16000","Idaho",7,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",1952733,1981923,1820233,2553521,2240742,2312731,2941685,2959987,2179802,2632280,3418790,3443765,3793940,3951083,3623920,3480860,3232124,3618108,3722616,3602770,3911824,5724611,4825813
 "16000","Idaho",7,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",149349,151888,174909,205627,567957,541252,570009,911032,855720,1218759,1324753,727619,1071527,1406046,838020,960771,504218,499854,419252,678895,1018538,892362,1355203
 "16000","Idaho",7,CAGDP2,10,"22","  Utilities ","Thousands of dollars",577554,635436,581100,635929,601481,716837,723402,825192,979387,1172847,1208316,1240836,1321612,1315757,1314104,1332132,1403479,1375510,1412353,1533757,1642798,1838935,2047243
 "16000","Idaho",7,CAGDP2,11,"23","  Construction ","Thousands of dollars",2276937,2175201,2321399,2568893,3125326,3701505,4101761,3459134,2807101,2437140,2357785,2525893,2908366,3151347,3351365,3576752,3842927,4074620,4657531,5176197,6069607,7063357,7834576
 "16000","Idaho",7,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",5495757,5265272,5577545,6289167,7128658,5884925,5572051,6745732,7089998,7376601,7368781,6852343,6841295,7061209,6932698,7121416,7936109,8842286,9013257,9273324,9347406,10407057,11215998
 "16000","Idaho",7,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",3538406,3620380,3998017,4846735,5681305,4207732,3704057,4639300,4851760,5226142,5029047,4241674,4217699,4431144,3929463,4232783,4798525,5400619,5368877,5126556,5111182,6046008,6190899
 "16000","Idaho",7,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",1957351,1644893,1579528,1442431,1447352,1677192,1867994,2106432,2238238,2150459,2339734,2610669,2623596,2630065,3003235,2888632,3137584,3441667,3644381,4146767,4236224,4361049,5025099
 "16000","Idaho",7,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",2000889,2011075,2131889,2355235,2598425,2814692,3034068,3079782,2918438,3069540,3181513,3402639,3752384,3976241,4235799,4570055,4782034,5145283,5627337,5900345,7363104,8093057,8417132
