fiscal_year,county_fips,state,agency,naics_code,naics_description,is_small_business,is_woman_owned,is_veteran_owned,is_minority_owned,total_obligation
2024,40143,OK,Department of Defense,332510,HARDWARE MANUFACTURING,true,false,false,false,28198.0
2024,06073,CA,Department of Defense,531110,LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS,true,false,false,false,3449860.0
2024,18097,IN,Department of Transportation,238160,ROOFING CONTRACTORS,true,false,true,false,76732.5
2024,48029,TX,Department of Defense,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",true,false,false,true,96805.0
2024,25017,MA,Department of Defense,327910,ABRASIVE PRODUCT MANUFACTURING,true,false,false,false,64891.9
2024,41059,OR,Department of Agriculture,115310,SUPPORT ACTIVITIES FOR FORESTRY,true,false,false,true,916916.5
2024,24017,MD,Department of Defense,334510,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,true,false,false,false,238150.0
2024,51800,VA,Department of Defense,332996,FABRICATED PIPE AND PIPE FITTING MANUFACTURING,true,false,true,false,0.0
2024,51550,VA,Department of Commerce,333413,INDUSTRIAL AND COMMERCIAL FAN AND BLOWER AND AIR PURIFICATION EQUIPMENT MANUFACTURING,true,false,false,false,22911.0
2024,12073,FL,Department of Agriculture,541370,SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,true,false,true,false,67993.61
2024,51510,VA,Department of Veterans Affairs,561320,TEMPORARY HELP SERVICES,true,false,true,false,600000.0
2024,51153,VA,Department of the Treasury,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,false,true,false,45250.0
2024,06107,CA,Department of Agriculture,621910,AMBULANCE SERVICES,true,true,true,true,117244.4
2024,49049,UT,Department of the Interior,334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,true,false,false,false,94261.05
2024,36061,NY,Department of Defense,541330,ENGINEERING SERVICES,true,true,false,false,26017.55
2024,53033,WA,Department of Justice,311999,ALL OTHER MISCELLANEOUS FOOD MANUFACTURING,true,false,false,false,146307.65
2024,51550,VA,Department of Defense,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",true,false,false,false,46825.85
2024,09190,CT,Department of Defense,332991,BALL AND ROLLER BEARING MANUFACTURING,true,true,true,true,104958.0
2024,24005,MD,General Services Administration,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,false,false,true,999999.0
2024,39061,OH,Environmental Protection Agency,443120,COMPUTER AND SOFTWARE STORES,true,false,false,false,59680.43
2024,26025,MI,Department of Defense,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",true,false,false,false,28296.15
2024,17199,IL,Department of Justice,562910,REMEDIATION SERVICES,true,false,false,false,20800.0
2024,45035,SC,Department of Defense,541380,TESTING LABORATORIES AND SERVICES,true,false,false,false,37500.0
2024,11001,DC,Department of the Treasury,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",true,false,false,true,1184110.32
2024,54003,WV,Department of Justice,562910,REMEDIATION SERVICES,true,true,false,false,24343.0
2024,13121,GA,Department of Defense,332991,BALL AND ROLLER BEARING MANUFACTURING,true,false,false,false,22818.9
2024,06107,CA,Department of Agriculture,115310,SUPPORT ACTIVITIES FOR FORESTRY,true,false,false,true,3263292.7199999997
2024,11001,DC,Smithsonian Institution,541870,ADVERTISING MATERIAL DISTRIBUTION SERVICES,true,false,false,false,40000.0
2024,36029,NY,Environmental Protection Agency,562910,REMEDIATION SERVICES,true,false,false,false,0.0
2024,47157,TN,Department of Defense,326299,ALL OTHER RUBBER PRODUCT MANUFACTURING,true,false,false,false,502861.0
2024,11001,DC,Department of the Interior,561730,LANDSCAPING SERVICES,true,false,false,false,5695340.0
2024,48491,TX,Department of Defense,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",true,false,true,false,1429796.0
2024,12086,FL,Department of Homeland Security,336611,SHIP BUILDING AND REPAIRING,true,false,true,true,18601.5
2024,42133,PA,Department of Defense,334418,PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING,true,true,false,false,14415.0
2024,24031,MD,Department of the Treasury,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,true,true,true,1560895.9999999998
2024,40109,OK,Department of Defense,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,true,false,true,760132.44
2024,11001,DC,Department of State,492110,COURIERS AND EXPRESS DELIVERY SERVICES,true,false,false,false,7834079.289999999
2024,12095,FL,Equal Employment Opportunity Commission,561320,TEMPORARY HELP SERVICES,true,true,false,true,67104.0
2024,17031,IL,Department of Health and Human Services,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,true,true,false,false,13340.0
2024,45019,SC,Department of the Treasury,541519,OTHER COMPUTER RELATED SERVICES,true,true,false,false,0.0
2024,06059,CA,Department of Agriculture,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,true,false,false,99999.0
2024,48215,TX,Department of the Interior,336112,LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,true,false,true,false,491692.0
2024,06107,CA,Department of Agriculture,485999,ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION,true,false,false,false,241990.25
2024,21037,KY,Department of Defense,561210,FACILITIES SUPPORT SERVICES,true,false,false,true,219326.19999999995
2024,32003,NV,Department of the Interior,336999,ALL OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,true,false,false,false,319426.0
2024,09003,CT,Department of Defense,332216,SAW BLADE AND HANDTOOL MANUFACTURING,true,true,false,false,40051.41
2024,22103,LA,Department of Defense,334413,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING,true,false,false,false,231393.06
2024,34007,NJ,Department of Defense,331529,OTHER NONFERROUS METAL FOUNDRIES (EXCEPT DIE-CASTING),true,false,false,false,2366.0
2024,31089,NE,Department of Agriculture,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,true,false,false,false,79181.38
2024,13219,GA,Department of Veterans Affairs,339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,true,false,false,false,11311.0
2024,29510,MO,Department of Veterans Affairs,333618,OTHER ENGINE EQUIPMENT MANUFACTURING,true,false,true,true,28342.010000000002
2024,40119,OK,Department of Defense,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",true,false,false,false,2741647.5700000003
2024,49047,UT,Department of Agriculture,532289,ALL OTHER CONSUMER GOODS RENTAL,true,false,false,false,260920.0
2024,45085,SC,General Services Administration,541519,OTHER COMPUTER RELATED SERVICES,true,false,false,true,3348457.08
2024,37037,NC,Department of Veterans Affairs,541519,OTHER COMPUTER RELATED SERVICES,true,false,true,false,314861.07
2024,51059,VA,Department of Defense,488390,OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,true,false,false,true,4411769.390000001
2024,30053,MT,Department of Agriculture,562991,SEPTIC TANK AND RELATED SERVICES,true,false,false,true,24252.52
2024,12009,FL,Department of Veterans Affairs,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,false,true,false,1583848.8
2024,04017,AZ,Department of the Interior,562111,SOLID WASTE COLLECTION,true,false,false,true,51805.11
2024,13121,GA,Department of Transportation,336412,AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,true,false,false,false,22538.0
2024,35031,NM,Department of Health and Human Services,332321,METAL WINDOW AND DOOR MANUFACTURING,true,false,true,false,27300.0
2024,36103,NY,Department of Health and Human Services,541380,TESTING LABORATORIES AND SERVICES,true,false,false,false,117440.0
2024,01083,AL,Department of Defense,336419,OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,true,true,false,false,25800.0
2024,04001,AZ,Department of Agriculture,517410,SATELLITE TELECOMMUNICATIONS,true,false,false,true,36000.5
2024,51710,VA,Department of Defense,332312,FABRICATED STRUCTURAL METAL MANUFACTURING,true,false,true,true,245916.0
2024,51061,VA,Department of Homeland Security,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,true,false,false,false,787966.55
2024,33003,NH,Department of Agriculture,562112,HAZARDOUS WASTE COLLECTION,true,false,false,true,25440.0
2024,13185,GA,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,false,3120696.2399999998
2024,04025,AZ,Department of the Interior,238990,ALL OTHER SPECIALTY TRADE CONTRACTORS,true,true,false,false,150000.0
2024,05115,AR,Department of Agriculture,336999,ALL OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,true,false,false,false,37898.0
2024,15003,HI,Department of Homeland Security,336612,BOAT BUILDING,true,true,false,false,28213.03
2024,12001,FL,Department of Veterans Affairs,562112,HAZARDOUS WASTE COLLECTION,true,false,false,false,173155.5
2024,51059,VA,Department of Housing and Urban Development,541519,OTHER COMPUTER RELATED SERVICES,true,false,true,false,17030885.57
2024,24031,MD,Social Security Administration,561320,TEMPORARY HELP SERVICES,true,false,false,false,1036474.0
2024,02020,AK,Department of the Interior,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,false,false,true,4791103.140000001
2024,06111,CA,Department of Defense,331222,STEEL WIRE DRAWING,true,false,false,false,19466.0
2024,06065,CA,Department of Defense,326220,RUBBER AND PLASTICS HOSES AND BELTING MANUFACTURING,true,false,false,false,7590.84
2024,11001,DC,Department of the Interior,237310,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",true,false,false,true,4595644.069999999
2024,35049,NM,Department of Veterans Affairs,561730,LANDSCAPING SERVICES,true,false,true,true,327786.57
2024,48157,TX,Department of Defense,324110,PETROLEUM REFINERIES,true,false,false,false,110512.53
2024,06111,CA,Department of Defense,334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,true,true,false,false,32239.71
2024,25025,MA,Department of Justice,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,true,true,false,false,6033.96
2024,55123,WI,Department of the Interior,561720,JANITORIAL SERVICES,true,false,false,true,19200.0
2024,06023,CA,Department of Agriculture,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,true,false,false,false,102081.09
2024,27145,MN,Department of Veterans Affairs,532490,OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,true,false,true,false,0.0
2024,06037,CA,Department of Transportation,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,true,95023.07
2024,41051,OR,Department of the Interior,115310,SUPPORT ACTIVITIES FOR FORESTRY,true,false,false,false,79999.45
2024,06077,CA,Department of Defense,336992,"MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING",true,false,false,false,18385.0
2024,06073,CA,National Aeronautics and Space Administration,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",true,false,false,false,395000.0
2024,51059,VA,Department of Health and Human Services,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,true,false,false,3689308.39
2024,45057,SC,Department of Defense,333914,"MEASURING, DISPENSING, AND OTHER PUMPING EQUIPMENT MANUFACTURING",true,false,true,false,698621.9000000001
2024,47157,TN,Department of Transportation,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,true,105280.7
2024,34027,NJ,Department of Defense,334515,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,true,false,false,false,461356.53
2024,51003,VA,Department of Defense,335311,"POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING",true,false,false,false,0.0
2024,51510,VA,Department of Defense,334118,COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,true,false,false,false,254829.23000000004
2024,11001,DC,Department of Defense,541612,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",true,false,false,true,4208583.84
2024,37105,NC,Department of Defense,325211,PLASTICS MATERIAL AND RESIN MANUFACTURING,true,false,false,false,5273.72
2024,24031,MD,Department of Health and Human Services,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,true,false,false,true,2600320.38
2024,21067,KY,Department of Veterans Affairs,541519,OTHER COMPUTER RELATED SERVICES,true,false,true,true,36835.2
2024,72137,PR,Department of Homeland Security,561710,EXTERMINATING AND PEST CONTROL SERVICES,true,false,false,true,3768.0
2024,13135,GA,Department of Justice,333924,"INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",true,false,false,false,54913.88
2024,37179,NC,Department of Defense,332710,MACHINE SHOPS,true,false,false,false,14106.0
2024,39113,OH,Department of Defense,333992,WELDING AND SOLDERING EQUIPMENT MANUFACTURING,true,false,false,false,60003.4
2024,32013,NV,Department of the Interior,115310,SUPPORT ACTIVITIES FOR FORESTRY,true,true,false,true,112000.0
2024,10003,DE,Department of Transportation,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,true,false,false,false,200476.86
2024,20173,KS,National Aeronautics and Space Administration,541330,ENGINEERING SERVICES,true,false,false,false,13000.0
2024,51059,VA,Department of the Interior,511210,SOFTWARE PUBLISHERS,true,false,false,false,142656.4
2024,04019,AZ,Department of Agriculture,621910,AMBULANCE SERVICES,true,false,false,false,16828.25
2024,06071,CA,Department of Agriculture,561210,FACILITIES SUPPORT SERVICES,true,false,false,false,188714.42
2024,51540,VA,General Services Administration,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,true,false,true,752451.0
2024,06081,CA,Department of the Interior,334111,ELECTRONIC COMPUTER MANUFACTURING,true,true,false,false,133152.64
2024,24033,MD,Department of Defense,456199,ALL OTHER HEALTH AND PERSONAL CARE RETAILERS,true,false,false,false,925.85
2024,09009,CT,Department of Defense,332613,SPRING MANUFACTURING,true,false,false,false,480.0
2024,51710,VA,Department of Defense,333992,WELDING AND SOLDERING EQUIPMENT MANUFACTURING,true,false,false,false,7465.65
2024,11001,DC,Peace Corps,561320,TEMPORARY HELP SERVICES,true,true,false,false,4466.0
2024,17143,IL,Department of Agriculture,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,true,false,true,false,37269.5
2024,22089,LA,Department of Homeland Security,811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,true,false,false,false,107491.33
2024,55079,WI,Department of Defense,332510,HARDWARE MANUFACTURING,true,false,false,false,65102.74
2024,04019,AZ,Department of Defense,711219,OTHER SPECTATOR SPORTS,true,true,true,true,60000.0
2024,11001,DC,Department of Veterans Affairs,541380,TESTING LABORATORIES AND SERVICES,true,false,true,true,728450.9199999999
2024,12091,FL,Department of Defense,333241,FOOD PRODUCT MACHINERY MANUFACTURING,true,false,false,true,79999.55
2024,53035,WA,Department of Homeland Security,315990,APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,true,false,false,false,32136.3
2024,51710,VA,Department of Commerce,336612,BOAT BUILDING,true,false,false,false,25382.53
2024,12083,FL,Department of Defense,332510,HARDWARE MANUFACTURING,true,false,false,false,3190.0
2024,40017,OK,Department of Defense,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,true,true,true,true,12500.0
2024,42075,PA,Department of Defense,722310,FOOD SERVICE CONTRACTORS,true,false,false,true,10830.0
2024,06065,CA,Department of Defense,332919,OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,true,false,false,false,39458.159999999996
2024,55079,WI,Department of Defense,334419,OTHER ELECTRONIC COMPONENT MANUFACTURING,true,false,false,false,180226.05
2024,04013,AZ,Department of the Interior,323113,COMMERCIAL SCREEN PRINTING,true,true,false,true,141154.66
2024,39133,OH,Department of Defense,332991,BALL AND ROLLER BEARING MANUFACTURING,true,false,false,false,49873.3
2024,39057,OH,Department of Defense,334112,COMPUTER STORAGE DEVICE MANUFACTURING,true,true,false,false,81461.0
2024,39049,OH,Department of Defense,332321,METAL WINDOW AND DOOR MANUFACTURING,true,false,false,false,4471.0
2024,36103,NY,Department of Defense,335311,"POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING",true,true,false,false,52516.0
2024,20177,KS,General Services Administration,561210,FACILITIES SUPPORT SERVICES,true,true,false,true,114954.27
2024,08105,CO,Department of the Interior,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",true,true,false,false,19716.0
2024,47157,TN,Department of Defense,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,true,false,false,false,94250.35
2024,24031,MD,Department of Defense,333243,"SAWMILL, WOODWORKING, AND PAPER MACHINERY MANUFACTURING",true,false,false,true,41432.39
2024,08059,CO,Department of the Interior,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,false,true,true,173260.8
2024,17097,IL,Department of Defense,325998,ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING,true,false,false,false,66388.14
2024,34005,NJ,Department of Defense,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,true,false,true,false,15372.12
2024,22043,LA,Department of Agriculture,115310,SUPPORT ACTIVITIES FOR FORESTRY,true,false,false,false,142318.2
2024,47157,TN,Department of Veterans Affairs,327991,CUT STONE AND STONE PRODUCT MANUFACTURING,true,false,true,true,30500.6
2024,47001,TN,General Services Administration,532112,PASSENGER CAR LEASING,true,false,false,false,29670.530000000002
2024,47011,TN,Department of Agriculture,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,false,127250.18
2024,40071,OK,Department of Defense,333912,AIR AND GAS COMPRESSOR MANUFACTURING,true,false,false,true,2620.85
2024,37019,NC,Department of Defense,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,true,false,false,false,285652.36
2024,34007,NJ,Department of Defense,811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,true,false,false,false,3780.0
2024,18083,IN,Department of Justice,221320,SEWAGE TREATMENT FACILITIES,true,false,false,false,35536.76
2024,51550,VA,Department of Defense,221118,OTHER ELECTRIC POWER GENERATION,true,true,false,false,132666.4
2024,15003,HI,Department of Defense,532289,ALL OTHER CONSUMER GOODS RENTAL,true,false,true,false,53460.0
2024,27037,MN,Department of Agriculture,311830,TORTILLA MANUFACTURING,true,false,false,false,0.0
2024,42017,PA,Department of Transportation,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,true,false,false,236896.28999999998
2024,06037,CA,Department of Transportation,541519,OTHER COMPUTER RELATED SERVICES,true,true,false,true,70475.56
2024,42003,PA,Department of Defense,333413,INDUSTRIAL AND COMMERCIAL FAN AND BLOWER AND AIR PURIFICATION EQUIPMENT MANUFACTURING,true,false,true,false,3831.4
2024,37021,NC,Department of Veterans Affairs,561990,ALL OTHER SUPPORT SERVICES,true,false,false,false,108869.62
2024,32003,NV,Department of Defense,332313,PLATE WORK MANUFACTURING,true,false,false,false,34857.68
2024,37021,NC,Department of Commerce,541519,OTHER COMPUTER RELATED SERVICES,true,true,false,false,185805.58000000002
2024,24027,MD,Department of Commerce,541512,COMPUTER SYSTEMS DESIGN SERVICES,true,false,true,false,1279365.1
2024,25009,MA,Department of Defense,333998,ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,true,false,false,false,1830442.0
2024,26125,MI,Department of Defense,315990,APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,true,false,false,false,11057.06
2024,48209,TX,Department of Justice,561320,TEMPORARY HELP SERVICES,true,false,true,false,2450.0
2024,10003,DE,Department of the Interior,238160,ROOFING CONTRACTORS,true,false,false,false,79150.74
2024,04023,AZ,Department of Homeland Security,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,true,18114.83
2024,06059,CA,General Services Administration,339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,true,false,false,false,12000.0
2024,11001,DC,Commodity Futures Trading Commission,541519,OTHER COMPUTER RELATED SERVICES,true,false,true,true,147264.58
2024,38035,ND,Department of Defense,322291,SANITARY PAPER PRODUCT MANUFACTURING,true,false,true,false,71164.0
2024,06059,CA,Department of Defense,334417,ELECTRONIC CONNECTOR MANUFACTURING,true,false,true,false,15964.5
2024,44005,RI,Department of Defense,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",true,false,true,false,5252273.500000001
2024,21111,KY,Department of Defense,561210,FACILITIES SUPPORT SERVICES,true,false,true,true,448394.97
2024,26033,MI,Department of Homeland Security,238330,FLOORING CONTRACTORS,true,false,false,true,24000.0
2024,47013,TN,Department of Veterans Affairs,339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,true,false,false,false,310350.0
2024,42003,PA,Department of Veterans Affairs,334510,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,true,false,true,false,783513.66
2024,48225,TX,Department of Agriculture,115310,SUPPORT ACTIVITIES FOR FORESTRY,true,false,false,true,82033.0
2024,51013,VA,Department of Defense,541810,ADVERTISING AGENCIES,true,true,false,true,259852.0
2024,51013,VA,Department of Transportation,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,true,true,false,true,562229.94
2024,51107,VA,Department of the Interior,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,true,false,true,510272.0
2024,36081,NY,Smithsonian Institution,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,true,false,false,false,28500.0
2024,02020,AK,General Services Administration,238290,OTHER BUILDING EQUIPMENT CONTRACTORS,true,true,false,false,537068.0
2024,32031,NV,Department of the Interior,115210,SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,true,false,false,false,1550390.94
2024,41005,OR,Department of Veterans Affairs,237110,WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,true,false,false,false,2793.69
2024,12113,FL,Department of the Interior,238290,OTHER BUILDING EQUIPMENT CONTRACTORS,true,false,false,false,73970.0
2024,51760,VA,Department of the Treasury,324110,PETROLEUM REFINERIES,true,false,false,false,8091.0
2024,02110,AK,General Services Administration,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,true,false,811183.85
2024,35001,NM,Department of Defense,928110,NATIONAL SECURITY,true,false,false,false,150000.0
2024,51700,VA,Department of Defense,511210,SOFTWARE PUBLISHERS,true,true,false,false,9484.8
2024,51059,VA,Department of Defense,332911,INDUSTRIAL VALVE MANUFACTURING,true,false,true,false,69902.76
2024,42001,PA,Department of the Interior,811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,true,false,false,false,17775.0
2024,53023,WA,Department of Defense,339991,"GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",true,false,false,false,28559.43
2024,30111,MT,Department of the Interior,561710,EXTERMINATING AND PEST CONTROL SERVICES,true,true,false,false,12000.0
2024,35035,NM,Department of Defense,541512,COMPUTER SYSTEMS DESIGN SERVICES,true,false,false,true,1749622.5
2024,12095,FL,Department of Defense,333991,POWER-DRIVEN HANDTOOL MANUFACTURING,true,false,true,false,10315.88
2024,48355,TX,Department of Defense,238910,SITE PREPARATION CONTRACTORS,true,false,false,true,3621327.37
2024,13185,GA,Department of Defense,321991,MANUFACTURED HOME (MOBILE HOME) MANUFACTURING,true,false,true,false,1168872.87
2024,46023,SD,Department of Health and Human Services,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,true,false,1568733.64
2024,51013,VA,Consumer Financial Protection Bureau,541519,OTHER COMPUTER RELATED SERVICES,true,false,false,false,624846.85
2024,19143,IA,Department of Agriculture,311999,ALL OTHER MISCELLANEOUS FOOD MANUFACTURING,true,false,false,false,3609870.0
2024,25017,MA,Department of Defense,315210,CUT AND SEW APPAREL CONTRACTORS,true,false,true,false,8501619.0
2024,35017,NM,Department of Agriculture,561720,JANITORIAL SERVICES,true,false,false,true,8140.0
2024,04019,AZ,National Aeronautics and Space Administration,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",true,false,false,false,2908765.0
2024,31055,NE,Department of Justice,561492,COURT REPORTING AND STENOTYPE SERVICES,true,true,false,false,44799.85
2024,12107,FL,Department of the Interior,327310,CEMENT MANUFACTURING,true,false,false,false,23482.41
2024,25025,MA,Department of Defense,334519,OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,true,false,false,false,152966.0
2024,05097,AR,Department of Agriculture,115310,SUPPORT ACTIVITIES FOR FORESTRY,true,false,false,true,221103.41999999998
2024,51107,VA,Department of Defense,325998,ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING,true,false,false,false,131645.0
2024,36103,NY,Department of Agriculture,541380,TESTING LABORATORIES AND SERVICES,true,false,false,false,24260.0
2024,24033,MD,Department of the Interior,334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,true,false,false,false,68063.22
2024,04005,AZ,Department of Agriculture,561720,JANITORIAL SERVICES,true,false,false,false,31403.16
2024,01121,AL,Department of Defense,336419,OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,true,false,false,false,1114619.76
2024,02020,AK,Department of Defense,443120,COMPUTER AND SOFTWARE STORES,true,false,false,false,126752.64
2024,55055,WI,Department of Defense,337215,"SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",true,false,true,false,204851.0
2024,01089,AL,Department of Defense,334417,ELECTRONIC CONNECTOR MANUFACTURING,true,false,true,true,160109.64999999997
2024,25017,MA,Department of the Interior,238910,SITE PREPARATION CONTRACTORS,true,true,false,false,1228685.0
2024,12109,FL,Department of Defense,316210,FOOTWEAR MANUFACTURING,true,false,false,false,21095.0
2024,42017,PA,Department of Defense,333248,ALL OTHER INDUSTRIAL MACHINERY MANUFACTURING,true,true,false,false,15189.740000000002
2024,06085,CA,Department of Veterans Affairs,336991,"MOTORCYCLE, BICYCLE, AND PARTS MANUFACTURING",true,true,false,false,21351.71
2024,29099,MO,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,true,false,false,115266.0
2024,48355,TX,Department of Defense,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,true,false,false,true,440982.24
2024,53059,WA,Department of the Interior,326199,ALL OTHER PLASTICS PRODUCT MANUFACTURING,true,false,false,false,20625.0
2024,39043,OH,Department of the Interior,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,true,false,false,false,29983.68
2024,12009,FL,Department of Commerce,326299,ALL OTHER RUBBER PRODUCT MANUFACTURING,true,false,false,false,1535836.0
2024,47031,TN,Department of Defense,238320,PAINTING AND WALL COVERING CONTRACTORS,true,false,false,true,1374195.56
