fiscal_year,county_fips,state,agency,naics_code,naics_description,is_small_business,is_woman_owned,is_veteran_owned,is_minority_owned,total_obligation
2022,06079,CA,Department of Defense,541519,OTHER COMPUTER RELATED SERVICES,true,true,false,false,0.0
2022,13179,GA,General Services Administration,532112,PASSENGER CAR LEASING,true,false,false,false,12740.73
2022,47093,TN,Department of Defense,333996,FLUID POWER PUMP AND MOTOR MANUFACTURING,true,false,true,false,54712.399999999994
2022,51800,VA,Department of Defense,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,true,false,true,true,142025.0
2022,53033,WA,Department of Commerce,334512,"AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE",true,false,false,false,316900.0
2022,24027,MD,Department of Justice,811213,COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,true,false,true,false,66405.0
2022,47179,TN,Department of Veterans Affairs,561621,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),true,false,false,false,19405.0
2022,55109,WI,General Services Administration,337215,"SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",true,true,false,false,1269.0
2022,41003,OR,Department of Agriculture,532420,OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,true,false,false,false,0.0
2022,29183,MO,Department of Defense,332912,FLUID POWER VALVE AND HOSE FITTING MANUFACTURING,true,false,false,false,27723.0
2022,50001,VT,Department of Defense,334513,"INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",true,false,true,false,653084.8
2022,12083,FL,Department of Agriculture,237310,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",true,true,true,false,217846.95
2022,36103,NY,General Services Administration,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,false,false,false,1011706.64
2022,01015,AL,Department of Defense,325199,ALL OTHER BASIC ORGANIC CHEMICAL MANUFACTURING,true,true,false,false,478500.0
2022,13057,GA,Department of Justice,326199,ALL OTHER PLASTICS PRODUCT MANUFACTURING,true,false,false,false,50680.0
2022,48061,TX,Department of Veterans Affairs,561612,SECURITY GUARDS AND PATROL SERVICES,true,false,true,false,3082385.91
2022,12011,FL,Department of Defense,334519,OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,true,false,false,true,375.0
2022,36047,NY,Department of Defense,339993,"FASTENER, BUTTON, NEEDLE, AND PIN MANUFACTURING",true,false,false,false,640493.9199999999
2022,01073,AL,Department of Homeland Security,541519,OTHER COMPUTER RELATED SERVICES,true,false,false,true,0.0
2022,08059,CO,Department of Justice,511199,ALL OTHER PUBLISHERS,true,false,false,false,0.0
2022,01089,AL,Department of Defense,332112,NONFERROUS FORGING,true,false,true,true,2671.52
2022,34005,NJ,Department of Defense,339920,SPORTING AND ATHLETIC GOODS MANUFACTURING,true,false,false,false,3728.97
2022,40011,OK,Department of Defense,561730,LANDSCAPING SERVICES,true,false,false,false,118422.0
2022,32003,NV,General Services Administration,541310,ARCHITECTURAL SERVICES,true,false,false,false,39154.42
2022,19037,IA,Department of Agriculture,311999,ALL OTHER MISCELLANEOUS FOOD MANUFACTURING,true,false,false,false,6008220.0
2022,13089,GA,Department of Health and Human Services,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,true,false,true,true,0.0
2022,25017,MA,Department of Defense,332510,HARDWARE MANUFACTURING,true,false,true,false,6185.55
2022,53053,WA,Department of the Interior,336390,OTHER MOTOR VEHICLE PARTS MANUFACTURING,true,false,false,false,4237.17
2022,04005,AZ,Department of the Interior,115310,SUPPORT ACTIVITIES FOR FORESTRY,true,true,false,false,136669.0
2022,40121,OK,Department of Defense,326211,TIRE MANUFACTURING (EXCEPT RETREADING),true,false,false,false,6472.0
2022,41027,OR,Department of Defense,334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,true,false,false,false,35387.0
2022,22103,LA,Department of the Interior,561710,EXTERMINATING AND PEST CONTROL SERVICES,true,false,false,false,5145.0
2022,13067,GA,General Services Administration,811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",true,false,false,false,19030.89
2022,05149,AR,Department of Defense,561730,LANDSCAPING SERVICES,true,true,false,false,34763.0
2022,06013,CA,Department of Veterans Affairs,624120,SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,true,false,false,false,11243.0
2022,51760,VA,Department of Defense,323117,BOOKS PRINTING,true,true,false,false,20.0
2022,13215,GA,Department of Defense,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,true,true,false,false,610053.12
2022,37191,NC,Department of Defense,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",true,false,false,false,5650.0
2022,13135,GA,Department of Defense,333999,ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,true,true,false,true,139540.0
2022,48439,TX,Department of the Treasury,333244,PRINTING MACHINERY AND EQUIPMENT MANUFACTURING,true,false,false,false,44602.799999999996
2022,46093,SD,Department of Veterans Affairs,334510,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,true,false,false,false,61257.28
2022,48037,TX,Department of Defense,561621,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),true,false,false,false,105902.0
2022,24033,MD,Department of Commerce,492110,COURIERS AND EXPRESS DELIVERY SERVICES,true,false,false,false,0.0
2022,39049,OH,Department of Veterans Affairs,327211,FLAT GLASS MANUFACTURING,true,false,false,false,14505.38
2022,17001,IL,Department of Defense,115310,SUPPORT ACTIVITIES FOR FORESTRY,true,false,false,false,214415.0
2022,04012,AZ,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,true,0.0
2022,13121,GA,Department of Agriculture,541620,ENVIRONMENTAL CONSULTING SERVICES,true,false,false,false,5060.0
2022,55025,WI,Department of Defense,313210,BROADWOVEN FABRIC MILLS,true,false,true,false,0.0
2022,48439,TX,Department of Defense,335129,OTHER LIGHTING EQUIPMENT MANUFACTURING,true,false,true,false,13704.0
2022,11001,DC,Department of Veterans Affairs,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,true,true,true,false,2224924.74
2022,29510,MO,Department of Defense,238160,ROOFING CONTRACTORS,true,false,false,false,78325.0
2022,24033,MD,National Aeronautics and Space Administration,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,true,false,false,false,11000.0
2022,12073,FL,National Aeronautics and Space Administration,334112,COMPUTER STORAGE DEVICE MANUFACTURING,true,false,false,false,55009.0
2022,11001,DC,Department of Labor,541820,PUBLIC RELATIONS AGENCIES,true,false,true,false,0.0
2022,51036,VA,Department of Veterans Affairs,561720,JANITORIAL SERVICES,true,true,false,true,26497.8
2022,27137,MN,Department of Justice,562910,REMEDIATION SERVICES,true,false,false,true,9370.0
2022,24031,MD,Department of Defense,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),true,false,false,false,19451.440000000002
2022,21231,KY,Department of Veterans Affairs,561730,LANDSCAPING SERVICES,true,false,true,true,281691.77999999997
2022,06115,CA,Department of Defense,611512,FLIGHT TRAINING,true,false,true,true,3928315.2199999997
2022,06067,CA,Department of Energy,541620,ENVIRONMENTAL CONSULTING SERVICES,true,false,false,false,290000.0
2022,48453,TX,Department of Defense,335312,MOTOR AND GENERATOR MANUFACTURING,true,true,false,false,636.0
2022,25021,MA,Department of Defense,333992,WELDING AND SOLDERING EQUIPMENT MANUFACTURING,true,false,false,false,73.75
2022,42045,PA,Department of Defense,423120,MOTOR VEHICLE SUPPLIES AND NEW PARTS MERCHANT WHOLESALERS,true,false,false,false,61.12
2022,11001,DC,Department of the Treasury,561621,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),true,true,false,false,36478.68
2022,06029,CA,Department of Defense,511210,SOFTWARE PUBLISHERS,true,false,false,true,61000.0
2022,37063,NC,Environmental Protection Agency,238990,ALL OTHER SPECIALTY TRADE CONTRACTORS,true,false,false,true,98938.0
2022,51740,VA,Department of Defense,326199,ALL OTHER PLASTICS PRODUCT MANUFACTURING,true,true,false,false,76205.83
2022,06023,CA,Department of Commerce,561730,LANDSCAPING SERVICES,true,false,false,false,7200.0
2022,35055,NM,Department of Agriculture,541110,OFFICES OF LAWYERS,true,false,false,true,0.0
2022,41007,OR,Department of Homeland Security,336611,SHIP BUILDING AND REPAIRING,true,false,false,false,131692.31
2022,12009,FL,Department of Defense,561210,FACILITIES SUPPORT SERVICES,true,true,true,true,164446.52
2022,10001,DE,Department of Defense,561990,ALL OTHER SUPPORT SERVICES,true,false,true,true,27864.0
2022,24031,MD,Department of Defense,332112,NONFERROUS FORGING,true,false,false,true,42523.17
2022,39057,OH,Department of Defense,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,true,true,false,false,436412.32
2022,39113,OH,Department of Defense,335313,SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,true,true,false,false,72689.05
2022,48309,TX,Department of Defense,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,true,false,false,false,84592.4
2022,25009,MA,Department of Justice,481219,OTHER NONSCHEDULED AIR TRANSPORTATION,true,true,false,false,57086.0
2022,34005,NJ,Department of Defense,332410,POWER BOILER AND HEAT EXCHANGER MANUFACTURING,true,false,false,false,25082.239999999998
2022,42017,PA,Department of Defense,332721,PRECISION TURNED PRODUCT MANUFACTURING,true,false,true,false,13985.0
2022,13029,GA,Department of Defense,339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,true,false,false,false,16343.66
2022,12071,FL,Department of Defense,313210,BROADWOVEN FABRIC MILLS,true,true,false,false,12783.55
2022,24033,MD,Department of Defense,561210,FACILITIES SUPPORT SERVICES,true,true,false,false,277605.94
2022,35045,NM,Department of the Interior,237110,WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,true,false,false,false,2072.9
2022,08059,CO,General Services Administration,711510,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",true,false,false,false,15653.0
2022,29189,MO,Department of Defense,335314,RELAY AND INDUSTRIAL CONTROL MANUFACTURING,true,false,false,true,2899.0
2022,06079,CA,Department of Defense,335313,SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,true,true,false,false,1453.5
2022,42003,PA,Department of Veterans Affairs,812320,DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),true,false,false,false,0.0
2022,06059,CA,Department of Defense,313210,BROADWOVEN FABRIC MILLS,true,true,false,false,128105.0
2022,06071,CA,Department of Transportation,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,false,0.0
2022,41035,OR,Department of the Interior,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,false,359388.25
2022,53033,WA,Department of the Treasury,541519,OTHER COMPUTER RELATED SERVICES,true,true,false,false,639821.0800000001
2022,11001,DC,Department of Defense,336390,OTHER MOTOR VEHICLE PARTS MANUFACTURING,true,false,false,false,14370.0
2022,09009,CT,Department of Defense,324110,PETROLEUM REFINERIES,true,false,false,false,4033.6
2022,06025,CA,Department of Defense,541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,true,false,false,false,41197.75
2022,21111,KY,Department of Defense,322219,OTHER PAPERBOARD CONTAINER MANUFACTURING,true,false,false,false,2152.7
2022,51187,VA,Department of Justice,812910,PET CARE (EXCEPT VETERINARY) SERVICES,true,false,false,false,26525.0
2022,29183,MO,Department of Defense,332510,HARDWARE MANUFACTURING,true,false,false,false,211099.0
2022,02122,AK,Department of the Interior,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,false,0.0
2022,54003,WV,Department of Defense,333914,"MEASURING, DISPENSING, AND OTHER PUMPING EQUIPMENT MANUFACTURING",true,false,false,false,163635.24
2022,06073,CA,Department of Defense,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,true,false,false,true,7363.0
2022,37063,NC,Department of Veterans Affairs,238990,ALL OTHER SPECIALTY TRADE CONTRACTORS,true,false,false,false,0.0
2022,51510,VA,Department of Commerce,541612,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",true,false,false,true,2193710.02
2022,22055,LA,Department of Agriculture,541330,ENGINEERING SERVICES,true,false,false,false,35080.86
2022,48029,TX,Department of Defense,562219,OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL,true,false,true,false,226437.15999999997
2022,17197,IL,Department of Defense,323117,BOOKS PRINTING,true,true,false,false,2407.6099999999997
2022,46099,SD,Department of Defense,562211,HAZARDOUS WASTE TREATMENT AND DISPOSAL,true,false,false,true,1661.95
2022,24025,MD,Department of Health and Human Services,335921,FIBER OPTIC CABLE MANUFACTURING,true,false,false,false,1125.0
2022,20051,KS,Department of Defense,561730,LANDSCAPING SERVICES,true,true,false,true,15360.75
2022,12103,FL,Department of Veterans Affairs,561730,LANDSCAPING SERVICES,true,false,true,false,545960.84
2022,26125,MI,Department of Defense,326199,ALL OTHER PLASTICS PRODUCT MANUFACTURING,true,false,false,false,61219.99
2022,24510,MD,Department of Defense,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,true,false,false,false,0.0
2022,48027,TX,Department of Veterans Affairs,561621,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),true,true,true,true,97595.15
2022,49005,UT,Department of Defense,336419,OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,true,false,false,false,2917.32
2022,19139,IA,Department of Defense,333999,ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,true,false,false,false,83200.0
2022,04013,AZ,Department of Defense,314999,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,true,false,true,false,95178.16
2022,06037,CA,Department of Defense,314120,CURTAIN AND LINEN MILLS,true,false,false,true,69697.6
2022,17167,IL,Department of Agriculture,336112,LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,true,false,false,false,74115.0
2022,23019,ME,Department of Veterans Affairs,485991,SPECIAL NEEDS TRANSPORTATION,true,false,false,false,6083.22
2022,29169,MO,Department of Defense,811412,APPLIANCE REPAIR AND MAINTENANCE,true,false,true,false,258936.95
2022,12011,FL,Department of Homeland Security,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",true,false,false,true,0.0
2022,48113,TX,Department of State,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,true,false,false,false,1539432.12
2022,51810,VA,Department of Defense,334419,OTHER ELECTRONIC COMPONENT MANUFACTURING,true,false,true,false,265855.3
2022,18003,IN,Department of Defense,332322,SHEET METAL WORK MANUFACTURING,true,false,false,false,4340.0
2022,40143,OK,General Services Administration,811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",true,false,false,false,25166.42
2022,24031,MD,Department of Defense,325998,ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING,true,false,false,true,31770.71
2022,41047,OR,Department of Health and Human Services,339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,true,false,false,true,57080.5
2022,41067,OR,Department of Homeland Security,333999,ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,true,false,true,false,28749.8
2022,55133,WI,Department of Defense,333414,HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING,true,true,false,false,1774.34
2022,12001,FL,Department of Veterans Affairs,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",true,false,true,true,433980.0
2022,37031,NC,Department of Commerce,238290,OTHER BUILDING EQUIPMENT CONTRACTORS,true,false,false,false,0.0
2022,24003,MD,National Aeronautics and Space Administration,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",true,false,false,false,125000.0
2022,17197,IL,Department of Defense,221310,WATER SUPPLY AND IRRIGATION SYSTEMS,true,true,false,false,150.39
2022,48355,TX,Department of Defense,238990,ALL OTHER SPECIALTY TRADE CONTRACTORS,true,false,false,true,71480.0
2022,42003,PA,Department of Veterans Affairs,325120,INDUSTRIAL GAS MANUFACTURING,true,true,true,true,21054.15
2022,06037,CA,Department of Homeland Security,561990,ALL OTHER SUPPORT SERVICES,true,false,false,false,3827.06
2022,17097,IL,Department of Defense,541330,ENGINEERING SERVICES,true,true,false,false,127951.08
2022,51121,VA,National Aeronautics and Space Administration,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",true,false,false,true,0.0
2022,55059,WI,Department of Defense,339999,ALL OTHER MISCELLANEOUS MANUFACTURING,true,false,false,false,39500.969999999994
2022,51710,VA,Department of Defense,332911,INDUSTRIAL VALVE MANUFACTURING,true,true,false,false,3600.0
2022,51059,VA,Department of Labor,337215,"SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",true,false,false,true,4015.4
2022,12086,FL,Department of Veterans Affairs,325412,PHARMACEUTICAL PREPARATION MANUFACTURING,true,true,false,false,413660.6
2022,49005,UT,Department of the Interior,326122,PLASTICS PIPE AND PIPE FITTING MANUFACTURING,true,false,false,true,20400.0
2022,37159,NC,Department of Agriculture,311991,PERISHABLE PREPARED FOOD MANUFACTURING,true,false,false,false,241919.1
2022,09003,CT,Department of Defense,334416,"CAPACITOR, RESISTOR, COIL, TRANSFORMER, AND OTHER INDUCTOR MANUFACTURING",true,true,false,true,750.0
2022,53067,WA,Department of Defense,484220,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",true,false,true,false,137500.0
2022,06089,CA,Department of Agriculture,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,true,true,false,false,9757.0
2022,51153,VA,General Services Administration,611420,COMPUTER TRAINING,true,false,false,false,0.0
2022,34031,NJ,Department of Defense,335110,ELECTRIC LAMP BULB AND PART MANUFACTURING,true,true,false,false,583.0
2022,36059,NY,Department of State,334111,ELECTRONIC COMPUTER MANUFACTURING,true,true,false,false,8365.5
2022,42123,PA,Department of Defense,811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,true,false,false,false,488.28
2022,06043,CA,Department of the Interior,325180,OTHER BASIC INORGANIC CHEMICAL MANUFACTURING,true,false,true,false,8250.0
2022,36085,NY,Department of the Interior,541330,ENGINEERING SERVICES,true,false,false,false,0.0
2022,34027,NJ,Department of Defense,221320,SEWAGE TREATMENT FACILITIES,true,false,false,false,123985.2
2022,48141,TX,Department of the Interior,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,true,false,false,true,530901.14
2022,21043,KY,Department of Defense,315990,APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,true,false,false,false,7057493.99
2022,51650,VA,Department of Defense,313320,FABRIC COATING MILLS,true,false,true,false,76811.1
2022,17031,IL,Department of Defense,335110,ELECTRIC LAMP BULB AND PART MANUFACTURING,true,false,false,false,3930.25
2022,26027,MI,Department of Defense,335999,ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,true,false,true,false,37797.479999999996
2022,48091,TX,Department of Defense,315990,APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,true,false,true,false,34821.44
2022,34027,NJ,Department of Defense,335312,MOTOR AND GENERATOR MANUFACTURING,true,false,true,true,7626.0
2022,41005,OR,Department of Homeland Security,336612,BOAT BUILDING,true,false,false,true,138708.8
2022,09001,CT,Department of Justice,562111,SOLID WASTE COLLECTION,true,false,false,false,116000.0
2022,21107,KY,Department of Defense,336390,OTHER MOTOR VEHICLE PARTS MANUFACTURING,true,false,false,false,28712.0
2022,17031,IL,Department of Defense,333415,AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING,true,false,false,true,347520.7
2022,37051,NC,Department of Defense,517110,WIRED TELECOMMUNICATIONS CARRIERS,true,false,false,false,2833191.2800000003
2022,36071,NY,Department of Defense,541614,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",true,false,false,true,5779.27
2022,20103,KS,Department of Health and Human Services,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,true,true,false,true,121584.0
2022,06001,CA,Department of Defense,336350,MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,true,true,false,true,15555.0
2022,28047,MS,Department of the Treasury,623311,CONTINUING CARE RETIREMENT COMMUNITIES,true,false,true,true,598838.88
2022,37025,NC,Department of Defense,336411,AIRCRAFT MANUFACTURING,true,false,false,false,39307.47
2022,47093,TN,Department of Defense,334412,BARE PRINTED CIRCUIT BOARD MANUFACTURING,true,false,false,false,34295.119999999995
2022,20173,KS,Department of Veterans Affairs,541380,TESTING LABORATORIES,true,false,true,false,0.0
2022,30005,MT,Department of Health and Human Services,621512,DIAGNOSTIC IMAGING CENTERS,true,false,false,false,63500.0
2022,36067,NY,Department of Defense,334416,"CAPACITOR, RESISTOR, COIL, TRANSFORMER, AND OTHER INDUCTOR MANUFACTURING",true,false,true,false,0.0
2022,06013,CA,Department of Defense,811219,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,true,true,false,false,3519.0
2022,35007,NM,Department of the Interior,531320,OFFICES OF REAL ESTATE APPRAISERS,true,false,false,false,0.0
2022,13053,GA,Department of Defense,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,true,false,false,false,3465162.96
2022,11001,DC,Department of Homeland Security,561431,PRIVATE MAIL CENTERS,true,false,false,false,3767176.31
2022,06071,CA,Department of Defense,561730,LANDSCAPING SERVICES,true,false,true,false,418769.13
2022,28047,MS,Department of Defense,481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,true,false,false,false,262190.0
2022,48141,TX,Department of Defense,562219,OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL,true,false,false,false,127498.0
2022,42101,PA,Department of Defense,532420,OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,true,false,false,false,402703.54000000004
2022,53061,WA,Department of Defense,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,true,false,true,false,5690.16
2022,48453,TX,General Services Administration,561621,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),true,false,true,true,3458.88
2022,25025,MA,Department of Homeland Security,541330,ENGINEERING SERVICES,true,false,false,false,203003.45
2022,53033,WA,Environmental Protection Agency,541519,OTHER COMPUTER RELATED SERVICES,true,true,false,true,1062827.0
2022,12099,FL,Department of Justice,454390,OTHER DIRECT SELLING ESTABLISHMENTS,true,false,false,false,3150.0
2022,49049,UT,Department of Agriculture,541519,OTHER COMPUTER RELATED SERVICES,true,false,false,false,7877.0
2022,51013,VA,National Science Foundation,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,false,true,true,371296.0
2022,05127,AR,Department of Agriculture,541370,SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,true,true,false,false,0.0
2022,46102,SD,Department of the Interior,337215,"SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",true,false,false,false,10236.0
2022,04019,AZ,Department of Defense,541512,COMPUTER SYSTEMS DESIGN SERVICES,true,false,false,false,120039.04000000001
2022,01103,AL,Department of Defense,335312,MOTOR AND GENERATOR MANUFACTURING,true,false,false,false,941892.0
2022,17031,IL,Department of Defense,334416,"CAPACITOR, RESISTOR, COIL, TRANSFORMER, AND OTHER INDUCTOR MANUFACTURING",true,false,false,false,2981805.06
2022,51087,VA,Department of Defense,332991,BALL AND ROLLER BEARING MANUFACTURING,true,true,false,false,58301.64
2022,42011,PA,Department of Defense,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,true,true,false,false,396.0
2022,18003,IN,Department of Defense,333999,ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,true,false,false,false,2387017.87
2022,20173,KS,Department of Defense,333519,ROLLING MILL AND OTHER METALWORKING MACHINERY MANUFACTURING,true,false,false,false,16898.1
2022,17031,IL,Department of Veterans Affairs,326199,ALL OTHER PLASTICS PRODUCT MANUFACTURING,true,false,true,false,173520.0
2022,42089,PA,Department of Defense,562991,SEPTIC TANK AND RELATED SERVICES,true,false,false,false,67120.08
2022,42041,PA,Department of Defense,532420,OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,true,false,false,false,358778.42000000004
2022,12095,FL,Department of Defense,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",true,false,false,false,266969.63999999996
2022,13095,GA,Department of Defense,811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,true,false,true,false,329760.66
2022,24510,MD,Department of Housing and Urban Development,541620,ENVIRONMENTAL CONSULTING SERVICES,true,false,false,true,554102.0
2022,48167,TX,Department of Defense,332216,SAW BLADE AND HANDTOOL MANUFACTURING,true,false,true,false,2881.26
2022,06037,CA,General Services Administration,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",true,false,false,false,9208.0
2022,40123,OK,Environmental Protection Agency,561210,FACILITIES SUPPORT SERVICES,true,false,true,true,689092.91
2022,42049,PA,Department of Veterans Affairs,541519,OTHER COMPUTER RELATED SERVICES,true,true,true,true,0.0
2022,36119,NY,General Services Administration,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,true,false,false,true,8108.21
2022,72127,PR,Department of Agriculture,336214,TRAVEL TRAILER AND CAMPER MANUFACTURING,true,false,false,false,86400.0
2022,51059,VA,Department of Defense,541340,DRAFTING SERVICES,true,false,false,false,4170.0
2022,12033,FL,Department of Defense,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,true,true,false,false,1356034.2
2022,11001,DC,Department of Homeland Security,532420,OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,true,false,false,false,23419.32
2022,22009,LA,Department of the Interior,238990,ALL OTHER SPECIALTY TRADE CONTRACTORS,true,false,false,false,40107.07
2022,37051,NC,General Services Administration,333319,OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,true,true,false,false,174.11
2022,48029,TX,Department of Defense,611110,ELEMENTARY AND SECONDARY SCHOOLS,true,false,false,true,161702.4
2022,51510,VA,Department of Defense,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,true,false,true,4927234.34
2022,04023,AZ,Smithsonian Institution,562111,SOLID WASTE COLLECTION,true,false,false,false,6000.0
2022,11001,DC,Department of Transportation,621999,ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,true,false,true,true,4293578.0
