fiscal_year,county_fips,state,agency,naics_code,naics_description,is_small_business,is_woman_owned,is_veteran_owned,is_minority_owned,total_obligation
2021,28043,MS,Department of Defense,311991,PERISHABLE PREPARED FOOD MANUFACTURING,true,true,false,false,4109057.0799999996
2021,13021,GA,General Services Administration,423840,INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS,true,false,false,false,9337886.31
2021,26125,MI,General Services Administration,423710,HARDWARE MERCHANT WHOLESALERS,true,false,false,false,36057462.88000002
2021,55117,WI,Department of Defense,424410,GENERAL LINE GROCERY MERCHANT WHOLESALERS,true,true,false,false,7044885.47
2021,12031,FL,General Services Administration,339944,CARBON PAPER AND INKED RIBBON MANUFACTURING,true,true,false,false,1699393.1600000001
2021,12005,FL,Department of Defense,332510,HARDWARE MANUFACTURING,true,true,false,false,198245.19
2021,24033,MD,Federal Mediation and Conciliation Service,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,true,false,true,711460.8
2021,24025,MD,Department of Defense,811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,true,false,false,false,1234839.28
2021,48355,TX,General Services Administration,811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",true,false,false,true,18425.52
2021,26049,MI,Department of Defense,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,true,false,true,false,239600.55000000002
2021,11001,DC,Department of Homeland Security,811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",true,false,false,true,4573.09
2021,06071,CA,Department of Justice,112310,CHICKEN EGG PRODUCTION,true,false,false,false,100044.0
2021,24031,MD,Department of Defense,326299,ALL OTHER RUBBER PRODUCT MANUFACTURING,true,false,false,true,22927.9
2021,39057,OH,Department of Defense,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",true,false,true,false,17683100.35
2021,42011,PA,Department of Defense,335311,"POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING",true,false,false,false,24672.960000000003
2021,48221,TX,Department of Defense,332510,HARDWARE MANUFACTURING,true,false,true,false,28036.55
2021,06083,CA,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,true,false,false,17784318.93
2021,12011,FL,Department of Defense,339991,"GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",true,true,false,false,112815.50000000001
2021,24035,MD,Department of Defense,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,true,false,false,false,34995426.82999999
2021,47009,TN,Department of the Interior,237990,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,true,false,true,true,3098584.0
2021,18141,IN,Department of Defense,336390,OTHER MOTOR VEHICLE PARTS MANUFACTURING,true,false,false,true,5664175.029999999
2021,40121,OK,Department of Defense,315220,MEN'S AND BOYS' CUT AND SEW APPAREL MANUFACTURING,true,false,false,false,40313.770000000004
2021,29183,MO,Department of Defense,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",true,true,false,false,261318.93
2021,27037,MN,Department of Defense,332510,HARDWARE MANUFACTURING,true,false,true,true,106300.88999999997
2021,29095,MO,Department of Defense,336390,OTHER MOTOR VEHICLE PARTS MANUFACTURING,true,false,false,false,127987.75
2021,20173,KS,Department of Defense,332112,NONFERROUS FORGING,true,true,false,false,17802.959999999995
2021,11001,DC,Department of Justice,511210,SOFTWARE PUBLISHERS,true,false,false,false,3492791.42
2021,04013,AZ,Department of Energy,115112,"SOIL PREPARATION, PLANTING, AND CULTIVATING",true,false,false,false,372000.0
2021,06035,CA,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,true,7511293.0
2021,34003,NJ,Department of Defense,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",true,false,false,false,549643.45
2021,53011,WA,Department of Defense,339991,"GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",true,false,false,false,29066.009999999995
2021,42017,PA,Department of Defense,339999,ALL OTHER MISCELLANEOUS MANUFACTURING,true,true,false,false,68050.93000000001
2021,55079,WI,General Services Administration,326199,ALL OTHER PLASTICS PRODUCT MANUFACTURING,true,false,false,false,212525.66
2021,39035,OH,Department of Defense,332613,SPRING MANUFACTURING,true,false,false,false,26503.52
2021,46099,SD,Department of Veterans Affairs,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,true,false,27860175.930000003
2021,39025,OH,General Services Administration,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,true,true,true,false,3067807.4500000007
2021,55133,WI,Department of Justice,311999,ALL OTHER MISCELLANEOUS FOOD MANUFACTURING,true,false,false,false,2835764.840000001
2021,54083,WV,Department of Agriculture,238910,SITE PREPARATION CONTRACTORS,true,false,false,false,74538.0
2021,04013,AZ,Department of Defense,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,true,false,false,false,2388039.0900000003
2021,12011,FL,Department of Defense,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,true,false,false,false,7242762.490000001
2021,36047,NY,Department of Defense,325412,PHARMACEUTICAL PREPARATION MANUFACTURING,true,false,false,false,575207.91
2021,06081,CA,Department of Homeland Security,484210,USED HOUSEHOLD AND OFFICE GOODS MOVING,true,false,true,false,6196.0
2021,26099,MI,Department of Defense,336611,SHIP BUILDING AND REPAIRING,true,false,false,false,229281.99000000002
2021,35035,NM,Department of Defense,517110,WIRED TELECOMMUNICATIONS CARRIERS,true,false,true,true,513984.58
2021,15003,HI,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,false,17994921.49
2021,51013,VA,Department of Defense,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",true,false,false,false,6571141.62
2021,29183,MO,Department of Defense,333922,CONVEYOR AND CONVEYING EQUIPMENT MANUFACTURING,true,true,false,false,1267.08
2021,35001,NM,Department of Justice,334519,OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,true,true,false,false,44465.09000000001
2021,06017,CA,Department of Defense,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,true,false,false,false,11444026.050000003
2021,48029,TX,Department of Defense,332618,OTHER FABRICATED WIRE PRODUCT MANUFACTURING,true,false,false,false,131164.94
2021,22019,LA,Department of Defense,324110,PETROLEUM REFINERIES,true,false,true,false,2414694.5700000003
2021,36091,NY,Department of Defense,325612,POLISH AND OTHER SANITATION GOOD MANUFACTURING,true,false,true,false,6568.62
2021,48141,TX,Department of Defense,334111,ELECTRONIC COMPUTER MANUFACTURING,true,true,false,false,295830.68
2021,17031,IL,Department of Defense,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,true,true,false,false,2273747.12
2021,19013,IA,Department of Veterans Affairs,339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,true,false,false,false,776573.93
2021,25017,MA,Department of Defense,333914,"MEASURING, DISPENSING, AND OTHER PUMPING EQUIPMENT MANUFACTURING",true,false,false,false,19038.0
2021,48027,TX,Department of Defense,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",true,false,false,false,5568211.720000001
2021,06073,CA,Department of Defense,336611,SHIP BUILDING AND REPAIRING,true,false,false,false,191348136.34
2021,25017,MA,Department of Defense,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",true,false,false,false,26877676.520000003
2021,12071,FL,Department of Defense,333111,FARM MACHINERY AND EQUIPMENT MANUFACTURING,true,false,true,false,591796.3799999999
2021,51680,VA,Department of Health and Human Services,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",true,false,false,false,0.0
2021,45019,SC,General Services Administration,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",true,false,true,false,1702360.75
