fiscal_year,county_fips,state,agency,naics_code,naics_description,is_small_business,is_woman_owned,is_veteran_owned,total_obligation
2022,51550,VA,Department of Defense,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",true,true,false,203401.76
2022,26099,MI,Department of Defense,334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,true,true,false,179969.08000000002
2022,24033,MD,Department of Defense,315990,APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,true,true,true,816174.2
2022,06109,CA,Department of Agriculture,115310,SUPPORT ACTIVITIES FOR FORESTRY,true,true,false,201180.15000000002
2022,35013,NM,Department of Defense,541330,ENGINEERING SERVICES,true,false,false,80759185.97999999
2022,10003,DE,General Services Administration,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,true,2084617.97
2022,01117,AL,Department of Defense,339999,ALL OTHER MISCELLANEOUS MANUFACTURING,true,true,false,184.94
2022,34013,NJ,Department of Defense,333992,WELDING AND SOLDERING EQUIPMENT MANUFACTURING,true,false,false,1900.6
2022,34005,NJ,Department of Defense,331221,ROLLED STEEL SHAPE MANUFACTURING,true,false,false,20399.23
2022,24033,MD,Department of Defense,424720,PETROLEUM AND PETROLEUM PRODUCTS MERCHANT WHOLESALERS (EXCEPT BULK STATIONS AND TERMINALS),true,false,false,29125.0
2022,42077,PA,Department of Veterans Affairs,339920,SPORTING AND ATHLETIC GOODS MANUFACTURING,true,true,false,11416.0
2022,12086,FL,Department of Veterans Affairs,339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,true,false,true,580549.8400000001
2022,12019,FL,Department of Defense,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,true,false,false,1161558.8500000003
2022,36061,NY,Department of Defense,333413,INDUSTRIAL AND COMMERCIAL FAN AND BLOWER AND AIR PURIFICATION EQUIPMENT MANUFACTURING,true,false,false,15035.46
2022,48041,TX,Department of Defense,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",true,false,true,386929.56
2022,42101,PA,Department of Defense,339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,true,true,false,74551.43000000001
2022,24037,MD,Department of Defense,334419,OTHER ELECTRONIC COMPONENT MANUFACTURING,true,false,false,430893.49
2022,06071,CA,Department of the Interior,561720,JANITORIAL SERVICES,true,false,false,121376.0
2022,12095,FL,Department of Veterans Affairs,541330,ENGINEERING SERVICES,true,false,true,10928167.98
2022,12057,FL,Department of Defense,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,true,false,false,59383091.76
2022,25017,MA,Department of Defense,541519,OTHER COMPUTER RELATED SERVICES,true,false,false,8198544.89
2022,06115,CA,Department of Defense,561621,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),true,true,false,33832.7
2022,53077,WA,Department of Defense,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,true,false,false,137952.37999999998
2022,47001,TN,Department of Justice,326121,UNLAMINATED PLASTICS PROFILE SHAPE MANUFACTURING,true,false,true,113367.48000000001
2022,24033,MD,National Gallery of Art,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,false,false,63733.85
2022,11001,DC,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,true,false,false,27621719.65
2022,06073,CA,Department of Defense,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",true,false,true,13784488.98
2022,42043,PA,Department of Defense,334111,ELECTRONIC COMPUTER MANUFACTURING,true,false,false,44855.44
2022,39109,OH,Department of Defense,335314,RELAY AND INDUSTRIAL CONTROL MANUFACTURING,true,true,false,1465365.0
2022,54039,WV,General Services Administration,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,1548578.69
2022,06059,CA,Department of Defense,334416,"CAPACITOR, RESISTOR, COIL, TRANSFORMER, AND OTHER INDUCTOR MANUFACTURING",true,true,false,68153.69
2022,51099,VA,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,35104997.550000004
2022,06059,CA,Department of Defense,331491,"NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM) ROLLING, DRAWING, AND EXTRUDING",true,false,false,800201.4500000001
2022,11001,DC,Department of Defense,611420,COMPUTER TRAINING,true,true,false,1107006.53
2022,17163,IL,Department of Defense,541330,ENGINEERING SERVICES,true,false,false,22752288.0
2022,26033,MI,Department of Defense,334419,OTHER ELECTRONIC COMPONENT MANUFACTURING,true,true,false,115025.65000000002
2022,06085,CA,Department of Defense,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",true,false,false,7364849.88
2022,17197,IL,Department of Defense,334418,PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING,true,false,false,94199.9
2022,38101,ND,Department of Defense,517311,WIRED TELECOMMUNICATIONS CARRIERS,true,false,false,1036773.05
2022,36061,NY,Department of the Interior,511130,BOOK PUBLISHERS,true,false,false,29773.3
