fiscal_year,county_fips,state,agency,naics_code,naics_description,is_small_business,is_woman_owned,is_veteran_owned,total_obligation
2019,12057,FL,Department of Defense,315999,OTHER APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,true,false,true,534464.4299999999
2019,12086,FL,Department of Homeland Security,315220,MEN'S AND BOYS' CUT AND SEW APPAREL MANUFACTURING,true,false,false,124668.4
2019,51710,VA,Department of Defense,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",true,true,false,2128173.32
2019,24031,MD,Department of Health and Human Services,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",true,true,false,47557325.589999996
2019,11001,DC,Department of Homeland Security,561621,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),true,true,false,1342543.81
2019,12031,FL,Department of Defense,541910,MARKETING RESEARCH AND PUBLIC OPINION POLLING,true,false,false,12910.46
2019,47037,TN,General Services Administration,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,755260.0900000001
2019,39113,OH,Social Security Administration,621112,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",true,false,true,2070.0
2019,36067,NY,Department of Veterans Affairs,311511,FLUID MILK MANUFACTURING,true,false,false,153881.69
2019,13215,GA,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,true,false,10037168.0
2019,23011,ME,Department of Agriculture,561621,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),true,true,true,20650.32
2019,35009,NM,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,145922.0
2019,10001,DE,Department of Defense,541330,ENGINEERING SERVICES,true,false,false,2241959.76
2019,41039,OR,Department of Agriculture,115310,SUPPORT ACTIVITIES FOR FORESTRY,true,false,false,2695337.16
2019,26125,MI,Social Security Administration,621111,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),true,false,false,359525.98
2019,45041,SC,Department of Veterans Affairs,561730,LANDSCAPING SERVICES,true,false,true,1686761.04
2019,47093,TN,Social Security Administration,624310,VOCATIONAL REHABILITATION SERVICES,true,false,false,149935.78000000003
2019,48479,TX,Department of the Treasury,561492,COURT REPORTING AND STENOTYPE SERVICES,true,false,true,3325.3500000000004
2019,26145,MI,Social Security Administration,624310,VOCATIONAL REHABILITATION SERVICES,true,false,false,41390.17
2019,06045,CA,General Services Administration,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,86924.61
2019,51510,VA,Department of Defense,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,false,true,24227964.990000002
2019,17163,IL,Department of Defense,541310,ARCHITECTURAL SERVICES,true,false,false,413251.86
2019,48439,TX,Department of Defense,339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,true,false,false,1060007.1600000001
2019,12011,FL,Department of Defense,331491,"NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM) ROLLING, DRAWING, AND EXTRUDING",true,false,false,1129775.6400000001
2019,42071,PA,Department of Defense,334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,true,false,true,32880.78
2019,51153,VA,Department of State,519130,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,true,false,true,1370704.3
2019,11001,DC,Department of Defense,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,true,false,false,586387.12
2019,13211,GA,Department of the Treasury,524298,ALL OTHER INSURANCE RELATED ACTIVITIES,true,false,false,140194.0
2019,17031,IL,Social Security Administration,624310,VOCATIONAL REHABILITATION SERVICES,true,true,false,111058.56000000001
2019,13121,GA,General Services Administration,561210,FACILITIES SUPPORT SERVICES,true,true,false,778147.3
2019,31153,NE,Department of Defense,442110,FURNITURE STORES,true,false,false,96851.34999999999
2019,34023,NJ,Department of Defense,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",true,false,false,21726599.67
2019,17111,IL,Social Security Administration,621112,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",true,true,false,2780.0
2019,78030,VI,Department of Veterans Affairs,561612,SECURITY GUARDS AND PATROL SERVICES,true,false,false,123494.76
2019,06085,CA,Department of Defense,238210,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,true,true,false,357171.61
2019,02020,AK,Department of Agriculture,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",true,true,false,81235.2
2019,22019,LA,Social Security Administration,624310,VOCATIONAL REHABILITATION SERVICES,true,false,false,11369.73
2019,48029,TX,Department of Defense,339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,true,true,false,110336.5
2019,18157,IN,Department of Agriculture,238990,ALL OTHER SPECIALTY TRADE CONTRACTORS,true,false,true,68575.0
2019,24031,MD,Department of Defense,334510,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,true,false,false,635381.69
2019,50011,VT,Department of Homeland Security,339940,OFFICE SUPPLIES (EXCEPT PAPER) MANUFACTURING,true,true,false,198270.0
2019,08013,CO,Department of Defense,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,true,false,false,404405.0
2019,51510,VA,Department of Agriculture,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,true,true,false,454328.91
2019,42003,PA,Department of Defense,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",true,true,false,12157.599999999997
2019,51810,VA,Department of Defense,238210,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,true,false,false,941418.59
2019,55099,WI,Department of Agriculture,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,1015204.0
2019,39049,OH,Social Security Administration,621112,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",true,false,false,68590.0
2019,36045,NY,Department of Defense,561621,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),true,false,true,462999.12
2019,48029,TX,Department of Defense,334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,true,false,false,113112.86
2019,06053,CA,Department of Defense,541512,COMPUTER SYSTEMS DESIGN SERVICES,true,false,false,12126837.76
2019,29095,MO,Department of Veterans Affairs,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),true,false,false,545765.63
2019,22015,LA,Department of Defense,339920,SPORTING AND ATHLETIC GOODS MANUFACTURING,true,true,false,32622.46
2019,11001,DC,Department of Agriculture,541618,OTHER MANAGEMENT CONSULTING SERVICES,true,false,false,728718.16
2019,48201,TX,General Services Administration,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,1201876.2399999998
2019,06037,CA,Department of Justice,334111,ELECTRONIC COMPUTER MANUFACTURING,true,true,false,270186.47000000003
2019,27037,MN,Social Security Administration,624310,VOCATIONAL REHABILITATION SERVICES,true,true,false,55412.899999999994
2019,17163,IL,Department of Defense,813110,RELIGIOUS ORGANIZATIONS,true,false,false,86952.0
2019,51650,VA,Department of Defense,423610,"ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT  WHOLESALERS",true,false,false,10914.84
2019,26139,MI,General Services Administration,332212,HAND AND EDGE TOOL MANUFACTURING,true,false,false,81790.0
2019,06001,CA,Department of Defense,339114,DENTAL EQUIPMENT AND SUPPLIES MANUFACTURING,true,false,false,64666.4
2019,51059,VA,Department of Defense,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,true,false,18565816.0
2019,51740,VA,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,true,false,1780442.02
2019,48375,TX,General Services Administration,811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",true,false,false,14307.14
2019,39055,OH,Department of Defense,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,true,false,false,61630.67
2019,46127,SD,Department of Defense,541519,OTHER COMPUTER RELATED SERVICES,true,true,false,30460807.079999994
2019,21227,KY,Social Security Administration,624310,VOCATIONAL REHABILITATION SERVICES,true,false,false,30237.18
2019,48029,TX,Department of Defense,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,true,true,false,11310682.97
2019,11001,DC,Department of Defense,517911,TELECOMMUNICATIONS RESELLERS,true,true,false,79342.67
2019,25017,MA,Department of Defense,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",true,false,true,738445.6
2019,18063,IN,General Services Administration,424120,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,true,false,true,34340.8
2019,33011,NH,Department of Veterans Affairs,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,true,false,true,2280.0
2019,53035,WA,Department of Defense,541519,OTHER COMPUTER RELATED SERVICES,true,false,true,317283.32
2019,48113,TX,Department of Veterans Affairs,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,true,false,true,5586945.54
2019,39049,OH,Department of Veterans Affairs,621910,AMBULANCE SERVICES,true,false,false,0.0
2019,48121,TX,Environmental Protection Agency,562910,REMEDIATION SERVICES,true,false,false,21091419.92
2019,24031,MD,Department of Justice,541519,OTHER COMPUTER RELATED SERVICES,true,false,true,697871.6499999999
2019,01097,AL,Department of Defense,511210,SOFTWARE PUBLISHERS,true,true,false,421834.5
2019,11001,DC,Department of Homeland Security,333293,PRINTING MACHINERY AND EQUIPMENT MANUFACTURING,true,false,false,32971.68
2019,08059,CO,Department of State,561210,FACILITIES SUPPORT SERVICES,true,false,false,2736000.02
2019,46103,SD,Department of Defense,311812,COMMERCIAL BAKERIES,true,false,false,97017.25000000001
2019,51013,VA,Agency for International Development,561611,INVESTIGATION SERVICES,true,true,false,145000.0
2019,11001,DC,Department of Transportation,561320,TEMPORARY HELP SERVICES,true,false,true,1716128.24
2019,01087,AL,Department of Defense,238290,OTHER BUILDING EQUIPMENT CONTRACTORS,true,false,true,32984.77
2019,51510,VA,Department of Veterans Affairs,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,true,false,true,14440.0
2019,48453,TX,Department of Defense,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",true,false,false,30910301.91
2019,53033,WA,Environmental Protection Agency,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,false,false,1069136.39
2019,06073,CA,Department of Homeland Security,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,true,false,1725311.52
2019,51069,VA,Department of Defense,333120,CONSTRUCTION MACHINERY MANUFACTURING,true,false,false,19625.0
2019,06081,CA,Department of Defense,221114,SOLAR ELECTRIC POWER GENERATION,true,false,false,57816.0
2019,17115,IL,Social Security Administration,621111,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),true,false,false,224620.63
2019,13153,GA,Department of Defense,238160,ROOFING CONTRACTORS,true,false,true,7443596.29
2019,45019,SC,Department of Homeland Security,336611,SHIP BUILDING AND REPAIRING,true,false,false,11251237.290000001
2019,48439,TX,Department of Defense,541370,SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,true,false,false,190806.65
2019,29095,MO,Department of Veterans Affairs,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,true,14650289.67
2019,53033,WA,Department of Defense,541330,ENGINEERING SERVICES,true,false,false,2402664.76
2019,53009,WA,Department of Defense,336611,SHIP BUILDING AND REPAIRING,true,false,false,7658251.81
2019,38059,ND,Department of Agriculture,237310,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",true,false,true,389579.0
2019,39107,OH,General Services Administration,333319,OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,true,false,false,30336.89
2019,42017,PA,Department of Defense,334519,OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,true,false,false,4430113.63
2019,29189,MO,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,true,1267923.0
2019,24021,MD,Department of Health and Human Services,517410,SATELLITE TELECOMMUNICATIONS,true,false,false,0.0
2019,24037,MD,Department of Defense,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,false,false,917962.1
2019,17197,IL,Social Security Administration,621112,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",true,true,false,4980.0
2019,26099,MI,Department of Defense,332996,FABRICATED PIPE AND PIPE FITTING MANUFACTURING,true,false,true,712003.4400000001
2019,41051,OR,Department of Defense,339940,OFFICE SUPPLIES (EXCEPT PAPER) MANUFACTURING,true,false,true,73339.00000000001
2019,29021,MO,Department of Defense,333914,"MEASURING, DISPENSING, AND OTHER PUMPING EQUIPMENT MANUFACTURING",true,false,false,541146.73
2019,30013,MT,Department of Defense,336390,OTHER MOTOR VEHICLE PARTS MANUFACTURING,true,true,false,259052.17999999993
2019,51059,VA,Department of Defense,333924,"INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",true,false,false,51365.93
2019,06111,CA,Department of Defense,335314,RELAY AND INDUSTRIAL CONTROL MANUFACTURING,true,true,false,79939.06
2019,39055,OH,Social Security Administration,621111,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),true,false,true,79800.48999999999
2019,30017,MT,Department of Agriculture,238990,ALL OTHER SPECIALTY TRADE CONTRACTORS,true,false,true,187500.0
2019,13095,GA,Department of Defense,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),true,false,false,3500.0
2019,42101,PA,Department of Defense,541380,TESTING LABORATORIES,true,false,false,2512.0
2019,72147,PR,Department of Defense,562910,REMEDIATION SERVICES,true,false,false,8357523.55
2019,39041,OH,Department of Defense,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,true,false,true,35026.0
2019,24510,MD,Department of State,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",true,false,false,4993.0
2019,31119,NE,Department of Defense,334515,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,true,true,false,2944.5
2019,08035,CO,Department of Veterans Affairs,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),true,false,false,556622.16
2019,19153,IA,Department of Agriculture,511210,SOFTWARE PUBLISHERS,true,true,false,162269.05
2019,55025,WI,Department of Veterans Affairs,334510,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,true,false,false,549639.85
2019,32003,NV,Department of Energy,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,true,false,false,36795135.85
2019,11001,DC,Department of Veterans Affairs,541614,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",true,true,true,1638161.0
2019,36045,NY,Department of Defense,212321,CONSTRUCTION SAND AND GRAVEL MINING,true,true,false,16480.0
2019,02090,AK,Department of Defense,315210,CUT AND SEW APPAREL CONTRACTORS,true,false,false,33810.5
2019,13175,GA,Department of Veterans Affairs,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,true,4081261.6799999997
2019,47145,TN,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,true,false,false,112603.88
2019,55095,WI,Social Security Administration,624310,VOCATIONAL REHABILITATION SERVICES,true,false,true,86782.34999999999
2019,18095,IN,Department of Defense,332994,"SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",true,false,false,516531.21
2019,17163,IL,Department of Defense,334210,TELEPHONE APPARATUS MANUFACTURING,true,false,false,7409731.0
2019,44007,RI,General Services Administration,314994,"ROPE, CORDAGE, TWINE, TIRE CORD, AND TIRE FABRIC MILLS",true,false,false,32436.0
2019,04019,AZ,Department of Defense,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",true,false,false,22468176.1
2019,51199,VA,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,4610966.2700000005
2019,06059,CA,Department of Defense,334111,ELECTRONIC COMPUTER MANUFACTURING,true,false,false,3344313.2199999997
2019,72031,PR,Department of Defense,321991,MANUFACTURED HOME (MOBILE HOME) MANUFACTURING,true,true,false,204031.0
2019,11001,DC,Department of Defense,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",true,true,false,2252134.88
2019,28075,MS,Department of Defense,238290,OTHER BUILDING EQUIPMENT CONTRACTORS,true,false,false,21200.0
2019,37051,NC,Department of Defense,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,true,true,false,9776253.0
2019,13039,GA,Department of Defense,423430,COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS,true,true,false,0.0
2019,36059,NY,Department of Defense,336411,AIRCRAFT MANUFACTURING,true,false,false,277544.86
2019,42017,PA,Department of Defense,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,true,false,true,602412.0700000001
2019,22119,LA,Department of Defense,562910,REMEDIATION SERVICES,true,false,true,2186042.0
2019,11001,DC,Court Services and Offender Supervision Agency,561210,FACILITIES SUPPORT SERVICES,true,false,true,75700.55
2019,51059,VA,Department of Agriculture,517410,SATELLITE TELECOMMUNICATIONS,true,true,false,35467.3
2019,29189,MO,General Services Administration,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,true,false,false,85387.8
2019,30017,MT,Department of Agriculture,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,true,false,false,78061.62
2019,13051,GA,Department of Defense,238330,FLOORING CONTRACTORS,true,false,true,4273.0
2019,42075,PA,Department of Defense,333318,OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,true,false,true,232930.38
2019,25023,MA,Department of Defense,339999,ALL OTHER MISCELLANEOUS MANUFACTURING,true,true,false,1610383.51
2019,04019,AZ,Department of Homeland Security,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,true,false,false,181366.63
2019,48141,TX,Department of State,423610,"ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT  WHOLESALERS",true,true,false,672630.76
2019,51013,VA,Department of Defense,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,true,true,605426.0
2019,12083,FL,Department of Defense,811219,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,true,false,false,18999.96
2019,11001,DC,Agency for International Development,541612,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",true,false,false,10588194.96
2019,51013,VA,Department of Health and Human Services,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,false,false,6670628.36
2019,12033,FL,Department of Defense,541512,COMPUTER SYSTEMS DESIGN SERVICES,true,true,false,370078.0
2019,48113,TX,Department of State,423430,COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS,true,true,false,76235.59000000001
2019,24033,MD,Department of Defense,332311,PREFABRICATED METAL BUILDING AND COMPONENT MANUFACTURING,true,false,false,42883.02
2019,29189,MO,Department of Defense,325611,SOAP AND OTHER DETERGENT MANUFACTURING,true,false,false,29937.809999999998
2019,51059,VA,Department of State,517911,TELECOMMUNICATIONS RESELLERS,true,false,false,14023.49
2019,06083,CA,Department of Defense,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,true,false,true,114806.0
2019,50027,VT,General Services Administration,339999,ALL OTHER MISCELLANEOUS MANUFACTURING,true,false,false,1492405.5
