fiscal_year,county_fips,state,agency,naics_code,naics_description,is_small_business,is_woman_owned,is_veteran_owned,total_obligation
2019,42129,PA,Department of Defense,326299,ALL OTHER RUBBER PRODUCT MANUFACTURING,true,false,false,18431.93
2019,51107,VA,Department of Veterans Affairs,541519,OTHER COMPUTER RELATED SERVICES,true,false,true,1086153.8199999998
2019,06053,CA,Department of Defense,541620,ENVIRONMENTAL CONSULTING SERVICES,true,false,false,1028017.42
2019,36103,NY,Department of Defense,333515,CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,true,true,false,24543.6
2019,06037,CA,Department of Homeland Security,423220,HOME FURNISHING MERCHANT WHOLESALERS,true,false,false,13424.0
2019,36103,NY,Department of Homeland Security,335312,MOTOR AND GENERATOR MANUFACTURING,true,false,true,405232.0
2019,06037,CA,Department of Agriculture,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",true,false,false,7325.0
2019,30011,MT,Department of the Interior,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,true,false,67199.49
2019,05119,AR,Department of Defense,561730,LANDSCAPING SERVICES,true,true,false,14622.92
2019,54059,WV,Department of Defense,238290,OTHER BUILDING EQUIPMENT CONTRACTORS,true,true,false,2165.77
2019,04019,AZ,General Services Administration,541350,BUILDING INSPECTION SERVICES,true,false,false,15800.07
2019,12019,FL,Department of Defense,326299,ALL OTHER RUBBER PRODUCT MANUFACTURING,true,false,false,3022.66
2019,39139,OH,Department of Defense,332913,PLUMBING FIXTURE FITTING AND TRIM MANUFACTURING,true,false,true,6427.25
2019,32003,NV,Department of Defense,334417,ELECTRONIC CONNECTOR MANUFACTURING,true,false,false,466727.39
2019,51199,VA,Department of Defense,711130,MUSICAL GROUPS AND ARTISTS,true,true,true,3100.0
2019,48453,TX,Department of the Interior,541380,TESTING LABORATORIES,true,false,false,22417.12
2019,51810,VA,Department of Defense,484230,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",true,false,false,12694.0
2019,42101,PA,Department of Veterans Affairs,541330,ENGINEERING SERVICES,true,false,false,23500.0
2019,13095,GA,Department of Defense,811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,true,false,true,392069.96
2019,50027,VT,Department of Veterans Affairs,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,true,false,false,2700.0
2019,40131,OK,Department of Health and Human Services,335912,PRIMARY BATTERY MANUFACTURING,true,false,false,32018.28
2019,66010,GU,Department of the Interior,562111,SOLID WASTE COLLECTION,true,false,false,4860.0
2019,25001,MA,Department of Commerce,334111,ELECTRONIC COMPUTER MANUFACTURING,true,false,false,30431.0
2019,33015,NH,Department of Homeland Security,332439,OTHER METAL CONTAINER MANUFACTURING,true,false,false,19424.97
2019,42041,PA,Department of Defense,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,true,true,74965.44
2019,04013,AZ,Department of Veterans Affairs,561410,DOCUMENT PREPARATION SERVICES,true,false,true,74998.56
2019,10001,DE,Department of Defense,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",true,false,true,37000.0
2019,17031,IL,Department of State,335210,SMALL ELECTRICAL APPLIANCE MANUFACTURING,true,false,false,10800.0
2019,36059,NY,Department of Veterans Affairs,444130,HARDWARE STORES,true,false,true,17446.0
2019,37035,NC,Department of State,337121,UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING,true,false,true,33733.53
2019,39043,OH,Department of the Interior,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,true,false,false,92251.8
2019,16001,ID,Department of the Interior,312113,ICE MANUFACTURING,true,false,false,8256.970000000001
2019,56033,WY,Department of Veterans Affairs,332410,POWER BOILER AND HEAT EXCHANGER MANUFACTURING,true,false,false,187428.68
2019,37051,NC,Department of Defense,334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,true,false,true,185441.07
2019,29213,MO,Department of Defense,562112,HAZARDOUS WASTE COLLECTION,true,true,true,76950.0
2019,06061,CA,Department of Defense,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,true,false,false,24900.12
2019,12087,FL,Department of Commerce,541620,ENVIRONMENTAL CONSULTING SERVICES,true,false,true,165235.2
2019,51107,VA,Department of Commerce,493190,OTHER WAREHOUSING AND STORAGE,true,false,false,8454.72
2019,40027,OK,Department of Health and Human Services,511199,ALL OTHER PUBLISHERS,true,false,false,0.0
2019,29095,MO,General Services Administration,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",true,false,false,255974.88
2019,55079,WI,Department of Defense,336211,MOTOR VEHICLE BODY MANUFACTURING,true,false,false,131308.09000000003
2019,08041,CO,Department of Defense,238320,PAINTING AND WALL COVERING CONTRACTORS,true,false,false,604000.0
2019,01071,AL,Department of Commerce,332410,POWER BOILER AND HEAT EXCHANGER MANUFACTURING,true,false,false,2990.0
2019,48029,TX,Department of Veterans Affairs,621610,HOME HEALTH CARE SERVICES,true,false,true,806957.8400000001
2019,24027,MD,Department of Homeland Security,541512,COMPUTER SYSTEMS DESIGN SERVICES,true,false,true,2410588.64
2019,24035,MD,Department of Defense,333914,"MEASURING, DISPENSING, AND OTHER PUMPING EQUIPMENT MANUFACTURING",true,false,false,193848.32
2019,53039,WA,Department of Agriculture,237310,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",true,true,false,496341.0
2019,51550,VA,Department of Defense,335921,FIBER OPTIC CABLE MANUFACTURING,true,true,false,5055.56
2019,12086,FL,Department of Defense,333995,FLUID POWER CYLINDER AND ACTUATOR MANUFACTURING,true,false,false,129524.21000000002
2019,36119,NY,Department of Defense,333611,TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,true,false,true,46480.0
2019,34027,NJ,Department of Defense,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,true,false,true,3726.99
2019,24027,MD,Department of Defense,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,true,false,true,73706.86
2019,40109,OK,Department of Defense,334111,ELECTRONIC COMPUTER MANUFACTURING,true,false,true,40583.68
2019,29095,MO,Department of Defense,333912,AIR AND GAS COMPRESSOR MANUFACTURING,true,false,false,17651.0
2019,40109,OK,Department of Defense,332919,OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,true,true,false,1063.45
2019,36001,NY,Department of Veterans Affairs,541713,RESEARCH AND DEVELOPMENT IN NANOTECHNOLOGY,true,false,false,30845.0
2019,37159,NC,Department of Defense,333612,"SPEED CHANGER, INDUSTRIAL HIGH-SPEED DRIVE, AND GEAR MANUFACTURING",true,false,true,943.55
2019,51760,VA,Department of Defense,335314,RELAY AND INDUSTRIAL CONTROL MANUFACTURING,true,false,false,11713.51
2019,36103,NY,Department of Defense,423710,HARDWARE MERCHANT WHOLESALERS,true,false,false,24871.68
2019,47093,TN,Department of Commerce,326122,PLASTICS PIPE AND PIPE FITTING MANUFACTURING,true,false,false,93803.82
2019,17031,IL,Department of Justice,332992,SMALL ARMS AMMUNITION MANUFACTURING,true,false,false,23627.62
2019,50027,VT,Department of Veterans Affairs,811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,true,false,false,37080.91
2019,49057,UT,Department of Defense,331529,OTHER NONFERROUS METAL FOUNDRIES (EXCEPT DIE-CASTING),true,false,false,3322.0
2019,48027,TX,Department of Defense,333316,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,true,false,false,34757.44
2019,29095,MO,Department of Defense,336211,MOTOR VEHICLE BODY MANUFACTURING,true,false,false,479617.0
2019,35035,NM,Department of Defense,812332,INDUSTRIAL LAUNDERERS,true,false,false,94800.78
2019,34007,NJ,Department of Defense,333914,"MEASURING, DISPENSING, AND OTHER PUMPING EQUIPMENT MANUFACTURING",true,false,false,137804.68
2019,36059,NY,Department of Defense,811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,true,false,false,13600.0
2019,42011,PA,Department of Defense,333618,OTHER ENGINE EQUIPMENT MANUFACTURING,true,true,false,3747.69
2019,01053,AL,Department of Defense,332994,"SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",true,false,true,206990.0
2019,23003,ME,Department of Homeland Security,334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,true,false,false,0.0
2019,55011,WI,Department of Defense,237310,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",true,false,false,39735.520000000004
2019,29510,MO,Department of Health and Human Services,541714,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),true,false,false,95000.0
2019,24027,MD,Department of Homeland Security,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,false,true,649209.6
2019,54037,WV,Department of Defense,335991,CARBON AND GRAPHITE PRODUCT MANUFACTURING,true,false,false,11103.75
2019,48029,TX,Department of Transportation,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",true,false,true,337661.0
2019,42043,PA,Social Security Administration,541930,TRANSLATION AND INTERPRETATION SERVICES,true,true,false,14104.0
2019,54011,WV,Department of Defense,325998,ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING,true,false,true,48678.17
2019,48439,TX,Department of Health and Human Services,611710,EDUCATIONAL SUPPORT SERVICES,true,false,false,0.0
2019,18039,IN,Department of Defense,336612,BOAT BUILDING,true,false,false,109317.9
2019,29169,MO,Department of Defense,711130,MUSICAL GROUPS AND ARTISTS,true,false,false,19422.0
2019,13051,GA,Department of Defense,336211,MOTOR VEHICLE BODY MANUFACTURING,true,false,false,68917.83
2019,09009,CT,Department of Defense,335311,"POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING",true,false,false,74646.0
2019,55079,WI,Department of Defense,327999,ALL OTHER MISCELLANEOUS NONMETALLIC MINERAL PRODUCT MANUFACTURING,true,false,false,15143.0
2019,12005,FL,Department of Defense,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",true,false,true,921330.4
2019,48113,TX,Department of Veterans Affairs,238140,MASONRY CONTRACTORS,true,false,true,191708.8
2019,40109,OK,Department of Defense,333997,"SCALE AND BALANCE MANUFACTURING (2007), SCALE AND BALANCE (EXCEPT LABORATORY) MANUFACTURING (2002)",true,false,false,650685.0
2019,25013,MA,Department of the Interior,541620,ENVIRONMENTAL CONSULTING SERVICES,true,true,false,5466.69
2019,56013,WY,Department of the Interior,561720,JANITORIAL SERVICES,true,true,false,28252.0
2019,51059,VA,Department of Justice,334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,true,false,true,146710.27
2019,06025,CA,Department of Homeland Security,562998,ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES,true,false,false,14684.28
2019,26163,MI,General Services Administration,541620,ENVIRONMENTAL CONSULTING SERVICES,true,false,false,10086.0
2019,06079,CA,Department of Veterans Affairs,339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,true,false,false,19659.89
2019,12057,FL,National Science Foundation,541519,OTHER COMPUTER RELATED SERVICES,true,true,false,112066.48
2019,40133,OK,Department of Health and Human Services,339114,DENTAL EQUIPMENT AND SUPPLIES MANUFACTURING,true,false,true,60746.76
2019,24003,MD,Department of Defense,236115,NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),true,false,true,52985.0
2019,27003,MN,Department of Defense,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,true,false,false,747.75
2019,51093,VA,Department of Defense,541330,ENGINEERING SERVICES,true,true,false,1965027.6
2019,11001,DC,Environmental Protection Agency,334519,OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,true,false,false,285986.9
2019,04012,AZ,Department of Health and Human Services,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,true,false,true,9548.7
2019,37183,NC,Social Security Administration,541519,OTHER COMPUTER RELATED SERVICES,true,false,false,459154.7
2019,01097,AL,Department of Commerce,334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,true,false,false,7724.8
2019,38101,ND,Department of Defense,562111,SOLID WASTE COLLECTION,true,true,false,642823.36
2019,30083,MT,Department of Agriculture,334111,ELECTRONIC COMPUTER MANUFACTURING,true,false,false,19581.12
2019,42091,PA,Department of the Treasury,333993,PACKAGING MACHINERY MANUFACTURING,true,false,false,8600.0
2019,12011,FL,Department of Defense,336111,AUTOMOBILE MANUFACTURING,true,true,false,2994.0
2019,41035,OR,Department of the Interior,236210,INDUSTRIAL BUILDING CONSTRUCTION,true,true,false,176425.3
2019,13067,GA,Department of Defense,334210,TELEPHONE APPARATUS MANUFACTURING,true,false,false,127799.62
2019,04013,AZ,Department of the Interior,444190,OTHER BUILDING MATERIAL DEALERS,true,false,false,0.0
2019,51650,VA,Department of Defense,333415,AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING,true,true,true,14193.77
2019,42073,PA,Department of Defense,541380,TESTING LABORATORIES,true,false,false,23300.0
2019,51650,VA,Department of Defense,334510,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,true,true,false,14024.0
2019,12123,FL,Department of Justice,325998,ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING,true,false,true,18782.02
2019,49021,UT,Department of Agriculture,336214,TRAVEL TRAILER AND CAMPER MANUFACTURING,true,false,false,25079.91
2019,56013,WY,Department of the Interior,115210,SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,true,false,false,337533.75
2019,02020,AK,Department of Defense,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,true,false,false,4813971.6
2019,06073,CA,General Services Administration,322121,PAPER (EXCEPT NEWSPRINT) MILLS,true,false,false,440.64
2019,04017,AZ,Department of Health and Human Services,332510,HARDWARE MANUFACTURING,true,true,false,14572.21
2019,41005,OR,Department of the Interior,335911,STORAGE BATTERY MANUFACTURING,true,false,false,0.0
2019,72113,PR,Department of Veterans Affairs,531210,OFFICES OF REAL ESTATE AGENTS AND BROKERS,true,false,true,49950.0
2019,48029,TX,Department of Defense,336212,TRUCK TRAILER MANUFACTURING,true,false,true,94500.0
2019,19061,IA,Department of the Interior,333912,AIR AND GAS COMPRESSOR MANUFACTURING,true,false,false,0.0
2019,48491,TX,Department of Commerce,517410,SATELLITE TELECOMMUNICATIONS,true,true,false,5743.74
2019,32031,NV,Department of Defense,611420,COMPUTER TRAINING,true,false,false,94400.0
2019,02020,AK,General Services Administration,561320,TEMPORARY HELP SERVICES,true,false,true,0.0
2019,06017,CA,Department of Agriculture,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",true,false,false,23850.0
2019,06073,CA,Department of Defense,325920,EXPLOSIVES MANUFACTURING,true,true,false,9430.6
2019,37063,NC,Department of Health and Human Services,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,true,false,1499383.77
2019,12099,FL,Department of Veterans Affairs,621511,MEDICAL LABORATORIES,true,false,true,91733.34
2019,11001,DC,Department of Justice,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,false,true,44400.0
2019,35013,NM,Department of the Interior,562112,HAZARDOUS WASTE COLLECTION,true,false,false,39976.16
2019,09001,CT,Department of Defense,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",true,false,true,43690.0
2019,17023,IL,Department of Agriculture,237990,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,true,false,false,77486.0
2019,13121,GA,Department of Justice,561410,DOCUMENT PREPARATION SERVICES,true,false,true,11500.0
2019,48251,TX,Department of Defense,324191,PETROLEUM LUBRICATING OIL AND GREASE MANUFACTURING,true,false,true,24864.0
2019,26093,MI,Department of Defense,332322,SHEET METAL WORK MANUFACTURING,true,false,false,2285.0
2019,40101,OK,Department of Defense,333111,FARM MACHINERY AND EQUIPMENT MANUFACTURING,true,false,false,14700.0
2019,36055,NY,Department of Defense,722320,CATERERS,true,true,false,9951.5
2019,11001,DC,National Science Foundation,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,true,true,false,54864.76
2019,30013,MT,Department of Defense,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,true,false,true,59642.4
2019,45019,SC,Department of Commerce,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,true,true,false,12800.0
2019,24027,MD,Smithsonian Institution,423440,OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS,true,false,false,7924.0
2019,53007,WA,Department of the Interior,237110,WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,true,false,false,19536.0
2019,48027,TX,Department of Defense,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,true,false,false,4169262.4699999997
2019,17043,IL,Department of Defense,325998,ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING,true,false,false,49998.9
2019,01089,AL,Department of Defense,336390,OTHER MOTOR VEHICLE PARTS MANUFACTURING,true,true,false,341802.0
2019,29510,MO,General Services Administration,325611,SOAP AND OTHER DETERGENT MANUFACTURING,true,false,false,6451.07
2019,25009,MA,Department of Defense,333316,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,true,false,false,46073.0
2019,04005,AZ,Department of Veterans Affairs,517210,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),true,false,false,17652.0
2019,12057,FL,Department of Veterans Affairs,333112,LAWN AND GARDEN TRACTOR AND HOME LAWN AND GARDEN EQUIPMENT MANUFACTURING,true,false,true,10477.37
2019,01097,AL,Department of Veterans Affairs,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),true,false,false,340000.0
2019,34039,NJ,National Aeronautics and Space Administration,541512,COMPUTER SYSTEMS DESIGN SERVICES,true,false,false,46097.0
2019,45019,SC,Department of Veterans Affairs,621111,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),true,false,false,202500.0
2019,47037,TN,Department of Veterans Affairs,446110,PHARMACIES AND DRUG STORES,true,false,false,24500.0
2019,20155,KS,Department of Defense,333924,"INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",true,false,false,98632.8
2019,12099,FL,Department of Defense,237990,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,true,false,false,1882001.65
2019,53007,WA,Department of the Interior,483211,INLAND WATER FREIGHT TRANSPORTATION,true,false,false,46987.0
2019,15003,HI,Department of the Interior,483112,DEEP SEA PASSENGER TRANSPORTATION,true,false,false,44000.0
2019,11001,DC,Department of State,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,true,true,false,778325.33
2019,40017,OK,Department of Agriculture,237310,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",true,false,false,11981.68
2019,48323,TX,General Services Administration,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,false,false,81829.0
2019,35001,NM,Department of the Interior,532412,"CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",true,true,false,25475.0
2019,36031,NY,Department of Justice,237120,OIL AND GAS PIPELINE AND RELATED STRUCTURES CONSTRUCTION,true,true,false,447849.0
2019,37135,NC,Environmental Protection Agency,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",true,true,false,15040.0
2019,51107,VA,Department of Homeland Security,325920,EXPLOSIVES MANUFACTURING,true,false,false,0.0
2019,39023,OH,Department of Defense,334513,"INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",true,false,false,719.92
2019,26163,MI,General Services Administration,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",true,true,false,132694.0
2019,49035,UT,Department of Defense,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,true,false,false,140960.39
2019,51153,VA,General Services Administration,811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",true,false,true,28862.58
2019,56021,WY,General Services Administration,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,true,false,21630.01
2019,40109,OK,Department of the Treasury,519190,ALL OTHER INFORMATION SERVICES,true,false,false,159.95
2019,06073,CA,Department of Defense,541714,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),true,false,false,3667711.0
2019,51179,VA,Department of Justice,337127,INSTITUTIONAL FURNITURE MANUFACTURING,true,false,false,214360.76
2019,42003,PA,Department of Homeland Security,334118,COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,true,true,false,32400.0
2019,15003,HI,Department of Transportation,238990,ALL OTHER SPECIALTY TRADE CONTRACTORS,true,false,false,503273.0
2019,36065,NY,Department of Defense,336390,OTHER MOTOR VEHICLE PARTS MANUFACTURING,true,false,false,38900.97
2019,56001,WY,Department of Defense,335931,CURRENT-CARRYING WIRING DEVICE MANUFACTURING,true,false,false,8177.78
2019,02020,AK,Department of Defense,315990,APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,true,true,true,47377.0
2019,25001,MA,General Services Administration,811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",true,false,false,15186.0
2019,02122,AK,Department of Homeland Security,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,true,true,false,23076.0
2019,08069,CO,Department of Homeland Security,423910,SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS,true,false,true,40556.98
2019,04013,AZ,Department of Homeland Security,323113,COMMERCIAL SCREEN PRINTING,true,false,false,1920.0
2019,12113,FL,Department of the Interior,238160,ROOFING CONTRACTORS,true,false,false,6758.5
2019,51760,VA,Department of Defense,562111,SOLID WASTE COLLECTION,true,true,false,18864.0
2019,13135,GA,Department of Health and Human Services,561210,FACILITIES SUPPORT SERVICES,true,true,false,352845.6
2019,24027,MD,Department of Defense,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,true,false,false,1109.12
2019,11001,DC,General Services Administration,722310,FOOD SERVICE CONTRACTORS,true,true,false,0.0
2019,01015,AL,Department of Homeland Security,315990,APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,true,true,false,120800.0
2019,40109,OK,Department of Defense,334515,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,true,true,false,73583.0
2019,42003,PA,Department of Defense,336412,AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,true,false,false,1159377.0
2019,13275,GA,Department of Defense,812320,DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),true,true,false,10187.5
2019,48221,TX,Department of Defense,332112,NONFERROUS FORGING,true,false,false,350.0
2019,38101,ND,Department of Defense,811219,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,true,false,false,8678.0
2019,41051,OR,Department of the Interior,339944,CARBON PAPER AND INKED RIBBON MANUFACTURING,true,false,true,28752.0
2019,17199,IL,Department of Agriculture,561730,LANDSCAPING SERVICES,true,false,true,37545.0
2019,12057,FL,General Services Administration,323114,QUICK PRINTING,true,true,false,3353.0
2019,13245,GA,Department of Defense,336350,MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,true,false,false,57337.600000000006
2019,54067,WV,Department of Homeland Security,541930,TRANSLATION AND INTERPRETATION SERVICES,true,false,false,4000.0
2019,06107,CA,Department of Agriculture,115310,SUPPORT ACTIVITIES FOR FORESTRY,true,false,false,2273476.1
2019,09009,CT,Department of Defense,532112,PASSENGER CAR LEASING,true,false,true,9000.0
2019,24003,MD,Smithsonian Institution,334519,OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,true,false,false,6352.0
2019,06023,CA,Department of the Interior,541370,SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,true,false,false,17600.0
2019,31035,NE,Department of Agriculture,237110,WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,true,false,false,30506.9
2019,51115,VA,Department of Commerce,314994,"ROPE, CORDAGE, TWINE, TIRE CORD, AND TIRE FABRIC MILLS",true,false,false,13100.0
2019,24003,MD,Department of the Interior,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",true,false,true,0.0
2019,36059,NY,Department of Defense,333992,WELDING AND SOLDERING EQUIPMENT MANUFACTURING,true,false,false,3109.3199999999997
2019,17031,IL,General Services Administration,811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",true,true,false,23784.659999999996
2019,06037,CA,Department of Defense,335110,ELECTRIC LAMP BULB AND PART MANUFACTURING,true,false,false,98548.0
2019,11001,DC,Department of Homeland Security,336111,AUTOMOBILE MANUFACTURING,true,false,false,39695.45
2019,23005,ME,Department of Defense,334210,TELEPHONE APPARATUS MANUFACTURING,true,false,true,12773.34
2019,48029,TX,Department of Defense,332913,PLUMBING FIXTURE FITTING AND TRIM MANUFACTURING,true,false,false,47650.0
2019,29510,MO,Department of Veterans Affairs,561320,TEMPORARY HELP SERVICES,true,true,false,230460.0
2019,08007,CO,Department of Agriculture,237310,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",true,true,false,103976.0
2019,20191,KS,Department of Defense,332996,FABRICATED PIPE AND PIPE FITTING MANUFACTURING,true,true,false,15531.82
2019,47159,TN,Department of Defense,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,true,false,false,6918.0
2019,36029,NY,Department of Defense,333996,FLUID POWER PUMP AND MOTOR MANUFACTURING,true,false,false,5620.0
2019,51013,VA,Department of Justice,334118,COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,true,false,false,25604.56
2019,39095,OH,Department of Defense,237990,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,true,true,false,884820.0
2019,55085,WI,Department of Agriculture,541620,ENVIRONMENTAL CONSULTING SERVICES,true,false,false,159216.23
2019,06111,CA,Environmental Protection Agency,541519,OTHER COMPUTER RELATED SERVICES,true,false,false,957.1
2019,50007,VT,Department of Homeland Security,541519,OTHER COMPUTER RELATED SERVICES,true,false,true,0.0
2019,24035,MD,Department of Defense,335110,ELECTRIC LAMP BULB AND PART MANUFACTURING,true,false,false,45765.0
2019,53005,WA,Department of the Interior,238910,SITE PREPARATION CONTRACTORS,true,true,false,7500.0
2019,42071,PA,Department of Defense,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,true,true,false,9155.0
2019,38017,ND,Department of Veterans Affairs,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,true,false,true,35909.4
